,Column 1,1,PV_cum_capacity MW last year,total_population,agri_land_area,tertiary,electricity net consumption (billion kWh),PV_cum_capacity MW last year^2,PV_cum_capacity MW last year total_population,PV_cum_capacity MW last year agri_land_area,PV_cum_capacity MW last year tertiary,PV_cum_capacity MW last year electricity net consumption (billion kWh),total_population^2,total_population agri_land_area,total_population tertiary,total_population electricity net consumption (billion kWh),agri_land_area^2,agri_land_area tertiary,agri_land_area electricity net consumption (billion kWh),tertiary^2,tertiary electricity net consumption (billion kWh),electricity net consumption (billion kWh)^2,PV_capacity_additions_MW,H2_1 2,H2_2 2,H2_3 2,H2_4 2,H2_5 2,H1_1 2,H1_2 2,H1_3 2,H1_4 2,H1_5 2,Predicted_PV_capacity_additions_MW,residual,Country,set
63,632,1,0.115,1036095,12240,50552.93956,1.32916,0.013225,119150.925,1407.6,5813.588049,0.1528534,1.07E+12,12681802800,52377647913,1377136.03,149817600,618767980.2,16268.9184,2555599698,67192.94515,1.766666306,0.037,0.102560974,0.090220234,-0.114174816,0.199154571,-0.109871431,0.138555664,-0.031796305,0.013433086,0.008963683,0.002701832,-2.172221059,2.209221059,Eswatini,test
64,65,1,1.226,41733271,1492540,32320869.69,117.71058,1.503076,51164990.25,1829854.04,39625386.24,144.3131711,1.74E+15,6.23E+13,1.35E+15,4912447535,2.23E+12,4.82E+13,175687749.1,1.04E+15,3804508317,13855.78064,5,0.50925181,-0.148954713,0.491590932,-0.151609376,0.289276252,0.132211015,0.007851022,0.003089805,-0.004705272,-0.01278174,407.1548361,-402.1548361,Argentina,test
65,844,1,0.341,214427419,477000,30413548.76,82.9794,0.116281,73119749.88,162657,10371020.13,28.2959754,4.60E+16,1.02E+14,6.52E+15,17793058572,2.27529E+11,1.45E+13,39581173.8,9.25E+14,2523698028,6885.580824,0.272,0.176244121,-0.025334667,-0.021825994,0.101169299,-0.003055657,0.136894428,-0.024858755,0.010576305,0.005837769,-0.000858368,-3.676472648,3.948472648,Indonesia,test
66,1390,1,0,5632983,193460,1400841.802,4.206333333,0,0,0,0,0,3.17E+13,1.09E+12,7.89E+12,23694204.16,37426771600,2.71007E+11,813757.2466,1.96E+12,5892407.566,17.69324011,0,0.158975501,0.06271066,-0.023149244,0.158194042,-0.064488177,0.13789621,-0.025897895,0.012286393,0.007312609,0.000561505,-47.94059529,47.94059529,Paraguay,test
67,1265,1,13,16046180,19310,8695755.262,101.45354,169,208600340,251030,113044818.4,1318.89602,2.57E+14,3.09852E+11,1.4E+14,1627941764,372876100,1.67915E+11,1959067.857,7.56E+13,882215154.3,10292.82078,8,0.073098362,0.09510517,-0.189921813,0.149708015,-0.082269797,0.137748806,-0.035791207,0.012353386,0.008299045,0.002733996,92.14955553,-84.14955553,Netherlands,test
68,332,1,2.603,9844301,20330,447546.521,0.26491,6.775609,25624715.5,52918.99,1164963.594,0.68956073,9.69E+13,2.00135E+11,4.41E+12,2607853.778,413308900,9098620772,5385.6203,2.00298E+11,118559.5489,0.070177308,0.2,0.102645013,0.087475284,-0.112146959,0.198724522,-0.109885641,0.138530836,-0.031659605,0.013422594,0.008956986,0.002673007,-0.961408255,1.161408256,Burundi,test
69,661,1,5,5313399,22964,5031355.34,83.8803,25,26566995,114820,25156776.7,419.4015,2.82E+13,1.22017E+11,2.67E+13,445689502.1,527345296,1.1554E+11,1926227.209,2.53E+13,422031595.3,7035.904728,1,0.08052853,0.097611125,-0.168601032,0.151601468,-0.085200685,0.137765952,-0.034548924,0.012434394,0.008260814,0.002513487,64.19941604,-63.19941604,Finland,test
70,291,1,0,7601022,51900,3583948.099,30.03836,0,0,0,0,0,5.78E+13,3.94493E+11,2.72E+13,228322235.2,2693610000,1.86007E+11,1558990.884,1.28E+13,107655923.2,902.3030715,0,0.106597437,0.084453244,-0.118495278,0.178766208,-0.09242961,0.13825577,-0.03181614,0.012919679,0.008468315,0.002299036,4.100725752,-4.100725752,Bulgaria,test
71,1632,1,62.539,21444000,27602,4066033.338,13.88934,3911.126521,1341086316,1726201.478,254285658.9,868.6254343,4.6E+14,5.91897E+11,8.72E+13,297843007,761870404,1.12231E+11,383373.5627,1.65E+13,56474519.48,192.9137656,68.283,0.098972158,0.082786127,-0.127354449,0.200079453,-0.107124435,0.13857667,-0.032567347,0.01338996,0.009008121,0.00285955,20.38819759,47.89480241,Sri Lanka,test
72,505,1,0,11261241,66300,9757210.815,12.86246,0,0,0,0,0,1.27E+14,7.4662E+11,1.1E+14,144847261.9,4395690000,6.46903E+11,852781.098,9.52E+13,125501733.8,165.4428773,0,0.122960983,0.068834438,-0.111458287,0.203838208,-0.090357972,0.138829326,-0.031614642,0.013239685,0.008707372,0.002490544,-22.90715059,22.90715059,Cuba,test
73,1803,1,0,26868000,261410,2739313.46,39.03,0,0,0,0,0,7.22E+14,7.02E+12,7.36E+13,1048658040,68335188100,7.16084E+11,10202832.3,7.5E+12,106915404.3,1523.3409,0,0.161842575,0.056356914,-0.016206377,0.119537956,-0.042809023,0.137194778,-0.025042544,0.01146164,0.006492241,-0.000258015,-40.32008063,40.32008063,Uzbekistan,test
74,177,1,0,9483836,88980,7547060.314,31.73564,0,0,0,0,0,8.99E+13,8.43872E+11,7.16E+13,300975605.1,7917440400,6.71537E+11,2823837.247,5.7E+13,239510789.2,1007.150846,0,0.121642761,0.073179678,-0.107055276,0.179464188,-0.080970255,0.138359981,-0.03111119,0.012781742,0.008241603,0.002029995,-12.54125783,12.54125784,Belarus,test
75,145,1,6.009,1569440,86,792283.1198,27.44749,36.108081,9430764.96,516.774,4760829.267,164.9319674,2.46E+12,134971840,1.24E+12,43077188.71,7396,68136348.3,2360.48414,6.27713E+11,21746183.01,753.3647073,0.34,0.089899662,0.096141991,-0.138182447,0.185892194,-0.106356282,0.138312759,-0.033102077,0.013195253,0.008861541,0.002802119,27.91733745,-27.57733745,Bahrain,test
76,279,1,6.097,199287292,2332758,90033095.72,488.78256,37.173409,1215054619,14222825.53,548931784.6,2980.107268,3.97E+16,4.65E+14,1.79E+16,97408152759,5.44E+12,2.1E+14,1140211427,8.11E+15,44006607011,238908.391,0.511,0.608619444,-0.288689901,0.549661424,-0.442713038,0.535791312,0.127870212,0.015128262,-0.004155259,-0.012092418,-0.020250375,216.1068298,-215.5958298,Brazil,test
77,1739,1,6,59987905,170510,35603692.56,343.00738,36,359927430,1023060,213622155.4,2058.04428,3.6E+15,1.02E+13,2.14E+15,20576294126,29073660100,6.07E+12,58486188.36,1.27E+15,12212329303,117654.0627,2,0.049600093,0.077690246,-0.308404984,0.00939043,0.021283327,0.135546158,-0.041319184,0.008978445,0.005551404,0.001342726,282.5437191,-280.5437191,UK,test
78,1440,1,2,10483861,38696.1,5834552.755,45.0873,4,20967722,77392.2,11669105.51,90.1746,1.1E+14,4.05685E+11,6.12E+13,472688986.1,1497388155,2.25774E+11,1744702.67,3.4E+13,263064230.4,2032.864621,0,0.098464237,0.085651603,-0.139181206,0.17719867,-0.091404801,0.138249592,-0.033031401,0.012876509,0.008533539,0.002527511,22.75464353,-22.75464353,Portugal,test
79,16,1,0.4,2905195,12010,1449073.506,5.44294,0.16,1162078,4804,579629.4024,2.177176,8.44E+12,34891391950,4.21E+12,15812802.07,144240100,17403372807,65369.7094,2.1E+12,7887220.149,29.62559584,0.164,0.101912674,0.088747292,-0.119625672,0.199958808,-0.108537933,0.138591053,-0.032122916,0.013424414,0.008979916,0.002763326,0.442872439,-0.278872439,Albania,test
80,423,1,0,16014972,159350,7035416.958,47.22554,0,0,0,0,0,2.56E+14,2.55E+12,1.13E+14,756315700.8,25392422500,1.12E+12,7525389.799,4.95E+13,332251365,2230.251628,0,0.135532461,0.06668271,-0.080187396,0.150174072,-0.061377548,0.137833901,-0.029186467,0.012123877,0.007455443,0.00111015,-20.76394221,20.76394221,Chile,test
81,1088,1,370.068,31528033,85710,14227147.57,146.695,136950.3246,11667516116,31718528.28,5265012047,54287.12526,9.94E+14,2.7E+12,4.49E+14,4625004801,7346204100,1.22E+12,12573228.45,2.02E+14,2087051413,21519.42302,165.947,0.073215106,0.086342512,-0.206065437,0.137805766,-0.066389462,0.137532588,-0.036656059,0.01193808,0.007966416,0.002686982,174.3850345,-8.438034484,Malaysia,test
82,480,1,23.568,4949955,17795,2798108.102,9.93278,555.450624,116660539.4,419392.56,65945811.75,234.095759,2.45E+13,88084449225,1.39E+13,49166814.02,316662025,49792333675,176753.8201,7.83E+12,27792992.19,98.66011853,4.4,0.10257944,0.086647275,-0.122779776,0.200349607,-0.106429988,0.138615695,-0.032310707,0.013398701,0.008966452,0.002786941,5.106477028,-0.706477027,Costa Rica,test
83,156,1,42.624,151005733,91200,20840300.67,39.945069,1816.805376,6436468363,3887308.8,888296975.8,1702.618621,2.28E+16,1.38E+13,3.15E+15,6031934424,8317440000,1.9E+12,3642990.293,4.34E+14,832467248.2,1595.608537,23.452,0.080918611,0.041327488,-0.168607375,0.20304176,-0.102754968,0.138559052,-0.034866212,0.01328663,0.009289363,0.003372124,76.97323979,-53.52123979,Bangladesh,test
84,1810,1,1,30757700,255420,2492339.454,42.748766,1,30757700,255420,2492339.454,42.748766,9.46E+14,7.86E+12,7.67E+13,1314853720,65239376400,6.36593E+11,10918889.81,6.21E+12,106544436.1,1827.456995,0.13,0.156920009,0.058028378,-0.02230927,0.117431524,-0.044401224,0.137142746,-0.025380683,0.011451926,0.006526808,-0.000195137,-37.5427901,37.6727901,Uzbekistan,test
85,494,1,4,4255689,15673,2788961.072,15.45968,16,17022756,62692,11155844.29,61.83872,1.81E+13,66699413697,1.19E+13,65791590.12,245642929,43711386881,242299.5646,7.78E+12,43116445.71,239.0017057,15,0.100482115,0.088096122,-0.126535333,0.19578817,-0.104824856,0.138537113,-0.0324873,0.01331535,0.008904497,0.002755507,7.326800535,7.673199465,Croatia,test
86,152,1,3.958,142660381,92660,11317205.29,27.608,15.665764,564649788,366748.28,44793498.54,109.272464,2.04E+16,1.32E+13,1.61E+15,3938567799,8585875600,1.05E+12,2558157.28,1.28E+14,312445403.6,762.201664,2.638,0.078628463,0.054175474,-0.14149579,0.184056262,-0.107787784,0.13807184,-0.0330902,0.013105687,0.009007526,0.002853139,64.86254509,-62.22454509,Bangladesh,test
87,1120,1,93.6,467999,103.8,253935.8746,2.280487,8760.96,43804706.4,9715.68,23768397.86,213.4535832,2.19023E+11,48578296.2,1.18842E+11,1067265.636,10774.44,26358543.78,236.7145506,64483428409,579097.4609,5.200620957,18.163,0.097331784,0.092186643,-0.124125164,0.207516615,-0.115399263,0.138683305,-0.032497492,0.013610812,0.009191993,0.003013744,19.84668021,-1.68368021,Malta,test
88,953,1,3.584,16792090,2170121,8666317.04,81.80738,12.845056,60182850.56,7777713.664,31060080.27,293.1976499,2.82E+14,3.64E+13,1.46E+14,1373716888,4.71E+12,1.88E+13,177531913.3,7.51E+13,708968691.3,6692.447422,2.436,0.650397896,-0.210941146,0.747951612,-0.339846979,0.421748034,0.129633328,0.025823671,-0.000922897,-0.01003144,-0.02055103,-320.2101404,322.6461404,Kazakhstan,test
89,1752,1,11914,66058859,174661.525,39632389.75,305.80436,141943396,7.87025E+11,2080917409,4.7218E+11,3643353.145,4.36E+15,1.15E+13,2.62E+15,20201087099,30506648315,6.92E+12,53412255.87,1.57E+15,12119757583,93516.3066,846,-0.118995331,0.104592801,-0.578742762,0.662432633,-0.357291633,0.145138798,-0.065589236,0.022215921,0.020195848,0.018852345,1666.268023,-820.2680226,UK,test
90,460,1,1.121,43200901,421740,14126469.18,40.48912,1.256641,48428210.02,472770.54,15835771.95,45.38830352,1.87E+15,1.82E+13,6.1E+14,1749166465,1.77865E+11,5.96E+12,17075881.47,2E+14,571968305.8,1639.368838,0.043,0.218003814,0.014510505,0.04516178,0.110669541,0.000508888,0.13717916,-0.021248525,0.010743061,0.005391684,-0.001542738,-25.99324499,26.03624499,Colombia,test
91,904,1,26,57685327,148830,35905067.1,303.0186,676,1499818502,3869580,933531744.6,7878.4836,3.33E+15,8.59E+12,2.07E+15,17479727028,22150368900,5.34E+12,45098258.24,1.29E+15,10879903166,91820.27195,5,0.057874603,0.072257708,-0.2966667,0.046070391,0.005985568,0.136214016,-0.041001856,0.009687205,0.006174221,0.001832336,261.9245565,-256.9245565,Italy,test
92,617,1,0,1340680,9146,907301.5486,7.6933,0,0,0,0,0,1.8E+12,12261859280,1.22E+12,10314253.44,83649316,8298179963,70362.9218,8.23196E+11,6980143.004,59.18686489,0,0.100166985,0.09060156,-0.121226554,0.197662038,-0.108651619,0.138541585,-0.032200269,0.013394396,0.008960113,0.002757054,3.654454103,-3.654454103,Estonia,test
93,561,1,0,816361,17012,22720.95956,0.29667,0,0,0,0,0,6.66445E+11,13887933332,18548505267,242189.8179,289408144,386528964,5046.95004,516242003.3,6740.627073,0.088013089,0,0.104508594,0.089397008,-0.110918079,0.198706779,-0.108911884,0.138550915,-0.031595753,0.0134155,0.008927422,0.002644216,-5.255006736,5.255006736,Djibouti,test
94,700,1,0,3814419,24980,1101669.072,6.84924,0,0,0,0,0,1.45E+13,95284186620,4.2E+12,26125871.19,624000400,27519693419,171094.0152,1.21E+12,7545595.875,46.91208858,0,0.104831929,0.087675032,-0.113298145,0.194960744,-0.105372234,0.138498535,-0.03169079,0.013315341,0.008840263,0.002586133,-2.747667849,2.747667849,Georgia,test
95,1734,1,50.809,11565203,97430,3671549.378,15.83773,2581.554481,587616399.2,4950320.87,186547752.3,804.6992236,1.34E+14,1.13E+12,4.25E+13,183166562.5,9492604900,3.57719E+11,1543070.034,1.35E+13,58149007.73,250.8336916,12.94,0.124013682,0.07478115,-0.0882942,0.181298887,-0.087092225,0.138303257,-0.030030542,0.012885984,0.008269351,0.001905217,-12.44094483,25.38094483,Tunisia,test
96,1300,1,6,20001663,456970,659988.8697,1.07238,36,120009978,2741820,3959933.218,6.43428,4E+14,9.14E+12,1.32E+13,21449383.37,2.08822E+11,3.01595E+11,490045.4886,4.35585E+11,707758.8641,1.149998864,1,0.235806495,0.024642988,0.11643891,0.095464773,-0.003310708,0.136694157,-0.016923406,0.010599975,0.004898314,-0.002531535,-37.76460916,38.76460916,Niger,test
97,107,1,5943,24190907,3426020,29262703.26,226.5381,35319249,1.43767E+11,20360836860,1.73908E+11,1346315.928,5.85E+14,8.29E+13,7.08E+14,5480162109,1.17E+13,1E+14,776124061.4,8.56E+14,6629117197,51319.51075,743,0.784976839,-0.357820278,0.869857412,-0.31965139,0.548352482,0.1289675,0.032024751,-0.002976027,-0.012800554,-0.021593952,918.4007042,-175.4007042,Australia,test
98,890,1,1.8,7308800,5156,4416268.46,48.516,3.24,13155840,9280.8,7949283.228,87.3288,5.34E+13,37684172800,3.23E+13,354593740.8,26584336,22770280180,250148.496,1.95E+13,214259680.6,2353.802256,1.2,0.086053597,0.093586988,-0.155680819,0.17895645,-0.098977296,0.138237104,-0.03405851,0.012994504,0.008748906,0.002849752,43.7584643,-42.55846429,Israel,test
99,1837,1,0.002,12894323,164000,864249.729,7.91654,4.00E-06,25788.646,328,1728.499458,0.01583308,1.66E+14,2.11E+12,1.11E+13,102078423.8,26896000000,1.41737E+11,1298312.56,7.46928E+11,6841867.55,62.67160557,0.175,0.145068686,0.067853292,-0.042075688,0.160585327,-0.072774214,0.137903884,-0.027048217,0.012423447,0.007573803,0.00091129,-39.19634811,39.37134811,Zimbabwe,test
100,740,1,2579,10892413,62010,13332531.4,52.66104,6651241,28091533127,159923790,34384598481,135812.8222,1.19E+14,6.75439E+11,1.45E+14,573605796.7,3845240100,8.2675E+11,3265511.09,1.78E+14,702104969.4,2773.185134,17,0.071654371,0.081231278,-0.219194001,0.337443246,-0.162235934,0.140792311,-0.039818973,0.015824838,0.011813043,0.006777722,390.8512272,-373.8512271,Greece,test
101,802,1,12,9893082,52570,5645489.371,36.93981,144,118716984,630840,67745872.45,443.27772,9.79E+13,5.20079E+11,5.59E+13,365448569.4,2763604900,2.96783E+11,1941925.812,3.19E+13,208543304.7,1364.549563,23,0.105661333,0.082392355,-0.126735529,0.17986688,-0.090275202,0.138304868,-0.032312035,0.012902251,0.008487657,0.00239229,10.69922022,12.30077978,Hungary,test
102,23,1,1,2866376,11740.81,1575398.384,6.43948,1,2866376,11740.81,1575398.384,6.43948,8.22E+12,33653576005,4.52E+12,18457970.92,137846619.5,18496453101,75604.71118,2.48E+12,10144746.39,41.46690267,0,0.101620676,0.088798732,-0.120600174,0.199696984,-0.108299497,0.138588451,-0.0321783,0.013417385,0.008977521,0.002769585,1.338394721,-1.338394721,Albania,test
103,518,1,0,960274,1400,207539.4124,3.105,0,0,0,0,0,9.22126E+11,1344383600,1.99295E+11,2981650.77,1960000,290555177.4,4347,43072607699,644409.8755,9.641025,0,0.098665617,0.091873992,-0.121216069,0.20083225,-0.112000837,0.138582052,-0.032237368,0.013481902,0.009050954,0.002835736,3.949348236,-3.949348236,Cyprus,test
104,544,1,3,5523095,26340,4102762.638,32.82,9,16569285,79020,12308287.91,98.46,3.05E+13,1.45478E+11,2.27E+13,181267977.9,693795600,1.08067E+11,864478.8,1.68E+13,134652669.8,1077.1524,2,0.098747919,0.088009655,-0.134076105,0.184455944,-0.097423799,0.13835741,-0.032814553,0.01305938,0.00868753,0.002623773,16.88900962,-14.88900962,Denmark,test
105,1423,1,0,38165445,159060,24271155.06,120.12956,0,0,0,0,0,1.46E+15,6.07E+12,9.26E+14,4584798115,25300083600,3.86E+12,19107807.81,5.89E+14,2915683178,14431.11119,0,0.120916734,0.052768232,-0.159316072,0.143619794,-0.038357617,0.137968299,-0.03376506,0.011698439,0.007406803,0.001744331,33.55608119,-33.55608119,Poland,test
106,216,1,1.875,345707,1600,83551.29604,0.616269,3.515625,648200.625,3000,156658.6801,1.155504375,1.19513E+11,553131200,28884267900,213048.5072,2560000,133682073.7,986.0304,6980819070,51490.07366,0.37978748,0.035,0.099677158,0.091585989,-0.119274948,0.202351021,-0.112559109,0.138609435,-0.032137717,0.013511023,0.009068252,0.002836756,1.65214687,-1.61714687,Belize,test
107,997,1,0,2018355,23040,52653.43397,0.34025,0,0,0,0,0,4.07E+12,46502899200,1.06273E+11,686745.2888,530841600,1213135119,7839.36,2772384109,17915.33091,0.115770062,0,0.106005799,0.088404675,-0.108110539,0.19728978,-0.107655404,0.138525464,-0.031410609,0.013379629,0.008878165,0.002577209,-6.981007979,6.981007979,Lesotho,test
108,1221,1,0,19331097,381147.58,187587.0364,8.18478,0,0,0,0,0,3.74E+14,7.37E+12,3.63E+12,158220776.1,1.45273E+11,71498344963,3119609.09,35188896225,1535358.624,66.99062365,0,0.209873243,0.037664471,0.073055986,0.106770903,-0.020406517,0.136914963,-0.01961567,0.010990123,0.005527908,-0.001708818,-48.79344603,48.79344603,Mozambique,test
109,498,1,55.8,4124531,14970,2799136.161,16.55492,3113.64,230148829.8,835326,156191797.8,923.764536,1.7E+13,61744229070,1.15E+13,68281280.74,224100900,41903068330,247827.1524,7.84E+12,46339475.21,274.0653762,4.2,0.099124766,0.088600238,-0.129099849,0.198354702,-0.106364431,0.138571293,-0.032677161,0.013366097,0.008968049,0.00284847,17.84125852,-13.64125852,Croatia,test
110,852,1,9.504,238620554,556000,54856766.65,133.47336,90.326016,2267849745,5284224,521358710.2,1268.530813,5.69E+16,1.33E+14,1.31E+16,31849487107,3.09136E+11,3.05E+13,74211188.16,3.01E+15,7321916964,17815.13783,3.932,0.201568957,-0.066682476,-0.058657762,0.112108943,0.037646465,0.137480955,-0.027063684,0.010155883,0.005506276,-0.000703745,28.11337095,-24.18137095,Indonesia,test
111,940,1,0,6255290,9633,2398069.88,10.38638,0,0,0,0,0,3.91E+13,60257208570,1.5E+13,64969818.95,92794689,23100607154,100051.9985,5.75E+12,24907265.04,107.8768895,0,0.099222913,0.088321422,-0.126304732,0.199349631,-0.108082615,0.138585058,-0.032510412,0.013406168,0.009000094,0.002834246,6.691564617,-6.691564617,Jordan,test
112,259,1,0,1915636,258810,296512.1089,2.953,0,0,0,0,0,3.67E+12,4.95786E+11,5.68009E+11,5656873.108,66982616100,76740298904,764265.93,87919430724,875600.2576,8.720209,0,0.180077756,0.055270362,0.015296815,0.140912454,-0.048359396,0.137578852,-0.023432773,0.011839064,0.006654223,-0.000291062,-53.31050257,53.31050257,Botswana,test
113,1701,1,823.5,68438748,221100,34342605.73,162.3808143,678152.25,56359308978,182075850,28281135819,133720.6006,4.68E+15,1.51E+13,2.35E+15,11113139630,48885210000,7.59E+12,35902398.04,1.18E+15,5576580284,26367.52885,475,0.11314884,0.037136046,-0.200568519,0.17500603,-0.040020016,0.138446094,-0.036642295,0.012051815,0.007967319,0.00286479,214.4434669,260.5565331,Thailand,test
114,1034,1,23.934,488650,1310,51832.76623,6.44188,572.836356,11695349.1,31353.54,1240565.427,154.1799559,2.38779E+11,640131500,25328081218,3147824.662,1716100,67900923.76,8438.8628,2686635655,333900.4601,41.49781793,0.628,0.097074261,0.092946446,-0.123658008,0.199570819,-0.111963161,0.138551181,-0.032376824,0.013461496,0.009044454,0.002856018,11.36861861,-10.74061861,Luxembourg,test
115,1137,1,34.766,4282582,396610,214091.4233,1.30688,1208.674756,148888245.8,13788543.26,7443102.422,45.43499008,1.83E+13,1.7E+12,9.16864E+11,5596820.764,1.57299E+11,84910799395,518321.6768,45835137531,279791.7993,1.707935334,0,0.221947205,0.035447209,0.088159476,0.111203149,-0.01609293,0.137012807,-0.018794299,0.010993788,0.005415763,-0.001858161,-39.44259527,39.44259527,Mauritania,test
116,473,1,1.665,4225156,18220,1126329.393,6.84404,2.772225,7034884.74,30336.3,1875338.439,11.3953266,1.79E+13,76982342320,4.76E+12,28917136.67,331968400,20521721540,124698.4088,1.27E+12,7708643.419,46.84088352,0.383,0.10251877,0.088557601,-0.117046675,0.196674081,-0.107170302,0.138524028,-0.031934279,0.013360966,0.008907465,0.002675626,0.69331894,-0.31031894,Costa Rica,test
117,1647,1,6,9219637,30930,6521691.062,133.41721,36,55317822,185580,39130146.37,800.50326,8.5E+13,2.85163E+11,6.01E+13,1230058246,956664900,2.01716E+11,4126594.305,4.25E+13,870105826,17800.15192,2,0.065565224,0.104046768,-0.197850507,0.118041744,-0.071048178,0.137165409,-0.035950069,0.011773919,0.007774397,0.002305067,106.4252866,-104.4252866,Sweden,test
118,1564,1,0,5373374,22360,1820957.909,25.22378,0,0,0,0,0,2.89E+13,1.20149E+11,9.78E+12,135536803.6,499969600,40716618845,564003.7208,3.32E+12,45931441.69,636.2390775,0,0.097678495,0.090580729,-0.127587163,0.18444963,-0.101440983,0.138312454,-0.032436477,0.013113642,0.008720487,0.002590319,14.5362031,-14.5362031,Slovakia,test
119,534,1,84,1179685,1214.2,895862.3581,4.50186,7056,99093540,101992.8,75252438.08,378.15624,1.39E+12,1432373527,1.06E+12,5310776.714,1474281.64,1087756075,5466.158412,8.02569E+11,4033046.915,20.26674346,26.046,0.097510352,0.091386976,-0.125863989,0.206792264,-0.114062661,0.13868315,-0.032588628,0.013583324,0.009171714,0.003008451,19.0352355,7.010764505,Cyprus,test
120,506,1,0,11251117,66200,11867745.54,13.627066,0,0,0,0,0,1.27E+14,7.44824E+11,1.34E+14,153319713.9,4382440000,7.85645E+11,902111.7692,1.41E+14,161722551.7,185.6969278,0,0.125059032,0.065685897,-0.115490355,0.208942336,-0.088989514,0.138963782,-0.03189779,0.013291763,0.008766597,0.002585242,-25.85758429,25.85758429,Cuba,test
121,1108,1,0,403834,93,130613.1184,1.8496,0,0,0,0,0,1.63082E+11,37556562,52746018056,746931.3664,8649,12147020.01,172.0128,17059786698,241582.0238,3.42102016,0.1,0.098815479,0.091967713,-0.120865357,0.201842876,-0.112554306,0.138600126,-0.032227705,0.013503528,0.009069752,0.002850119,3.120633502,-3.020633502,Malta,test
122,1277,1,1007,16939923,18460,13648482.99,109.53196,1014049,17058502461,18589220,13744022371,110298.6837,2.87E+14,3.12711E+11,2.31E+14,1855462968,340771600,2.51951E+11,2021959.982,1.86E+14,1494945093,11997.25026,519,0.05979669,0.092560469,-0.231996436,0.217959329,-0.109945579,0.138800553,-0.039197489,0.013553369,0.009676828,0.004670472,299.5387404,219.4612596,Netherlands,test
123,1222,1,0,19910549,383363.44,231710.9945,8.85624,0,0,0,0,0,3.96E+14,7.63E+12,4.61E+12,176332600.5,1.46968E+11,88829523937,3395158.632,53689984972,2052088.178,78.43298694,0,0.21016624,0.037369378,0.073597367,0.105843645,-0.019787891,0.136898008,-0.019572717,0.010968959,0.005504841,-0.001733912,-48.62672408,48.62672408,Mozambique,test
124,305,1,0.5,12293097,107700,173551.4848,0.4493756,0.25,6146548.5,53850,86775.7424,0.2246878,1.51E+14,1.32E+12,2.13E+12,5524217.84,11599290000,18691494913,48397.75212,30120117876,77989.80261,0.20193843,0,0.129270395,0.075398331,-0.06608478,0.177274511,-0.088858001,0.138173698,-0.028665694,0.012861149,0.008146411,0.001594835,-29.84414358,29.84414358,Burkina Faso,test
125,614,1,0,1362550,7704,901787.8832,6.78336,0,0,0,0,0,1.86E+12,10497085200,1.23E+12,9242667.168,59351616,6947373852,52259.00544,8.13221E+11,6117151.855,46.01397289,0,0.100015159,0.090623161,-0.121419924,0.198619364,-0.109238064,0.138557978,-0.032221912,0.013415205,0.008981891,0.002778078,3.493257656,-3.493257656,Estonia,test
126,1381,1,1.277,3579215,22316,1550460.494,5.79337,1.630729,4570657.555,28497.532,1979938.051,7.39813349,1.28E+13,79873761940,5.55E+12,20735716.8,498003856,34600076384,129284.8449,2.4E+12,8982391.312,33.56313596,0.255,0.104936084,0.087152749,-0.114775831,0.197611058,-0.106024195,0.138554548,-0.031805101,0.013360214,0.008889309,0.002644463,-3.271101993,3.526101993,Panama,test
127,137,1,0,958423,85.5,218471.4633,19.346,0,0,0,0,0,9.18575E+11,81945166.5,2.09388E+11,18541651.36,7310.25,18679310.11,1654.083,47729780276,4226548.929,374.267716,0,0.092459996,0.09539931,-0.131928001,0.189740693,-0.108342126,0.138376646,-0.032767919,0.013277196,0.00890976,0.002792548,19.71577767,-19.71577767,Bahrain,test
128,1002,1,0.363,2043448,22763,224055.4821,0.75553,0.131769,741771.624,8262.969,81332.14,0.27425739,4.18E+12,46515006824,4.57846E+11,1543886.267,518154169,5100174939,17198.12939,50200859059,169280.6384,0.570825581,0,0.105949768,0.08825979,-0.108815866,0.197540373,-0.107541763,0.138533058,-0.031454686,0.013381413,0.008882752,0.002587663,-6.732517778,6.732517778,Lesotho,test
129,979,1,0,2287955,15820,1625231.462,5.58478,0,0,0,0,0,5.23E+12,36195448100,3.72E+12,12777725.32,250272400,25711161729,88351.2196,2.64E+12,9076560.164,31.18976765,0,0.103520254,0.088016116,-0.117837698,0.199459451,-0.10731725,0.138590147,-0.032009348,0.013402606,0.008945558,0.00272003,-1.904810326,1.904810326,Latvia,test
130,82,1,0,2876536,16981,1534280.443,4.9886,0,0,0,0,0,8.27E+12,48846457816,4.41E+12,14349887.49,288354361,26053616203,84711.4166,2.35E+12,7653911.418,24.88612996,0,0.103780058,0.087820344,-0.116851438,0.199332306,-0.107355092,0.138584882,-0.031948608,0.013401268,0.008940477,0.002706737,-2.391337896,2.391337896,Armenia,test
131,1729,1,5.571,10952949,99430,3828821.209,14.3107,31.036041,61018878.88,553924.53,21330362.96,79.7249097,1.2E+14,1.09E+12,4.19E+13,156744367.3,9886324900,3.807E+11,1422912.901,1.47E+13,54793111.68,204.7961345,3.966,0.126295522,0.073828314,-0.085044383,0.179612939,-0.085287647,0.138288748,-0.029810182,0.01284366,0.008207467,0.001813668,-22.50794003,26.47394004,Tunisia,test
