,Column 1,1,PV_cum_capacity MW last year,total_population,agri_land_area,tertiary,electricity net consumption (billion kWh),PV_cum_capacity MW last year^2,PV_cum_capacity MW last year total_population,PV_cum_capacity MW last year agri_land_area,PV_cum_capacity MW last year tertiary,PV_cum_capacity MW last year electricity net consumption (billion kWh),total_population^2,total_population agri_land_area,total_population tertiary,total_population electricity net consumption (billion kWh),agri_land_area^2,agri_land_area tertiary,agri_land_area electricity net consumption (billion kWh),tertiary^2,tertiary electricity net consumption (billion kWh),electricity net consumption (billion kWh)^2,PV_capacity_additions_MW,H2_1 2,H2_2 2,H2_3 2,H2_4 2,H2_5 2,H1_1 2,H1_2 2,H1_3 2,H1_4 2,H1_5 2,Predicted_PV_capacity_additions_MW,residual,Country,set
132,1679,1,0,37379766,351600,476221.9355,2.35,0,0,0,0,0,1.4E+15,1.31E+13,1.78E+13,87842450.1,1.23623E+11,1.6744E+11,826260,2.26787E+11,1119121.548,5.5225,0,0.196491764,0.03859286,0.056040709,0.117723465,-0.032984399,0.137070043,-0.02071933,0.011299295,0.005963468,-0.001235384,-49.99082625,49.99082625,Tanzania,test
133,263,1,0.169,2039551,258870,465639.295,3.209,0.028561,344684.119,43749.03,78693.04086,0.542321,4.16E+12,5.27979E+11,9.49695E+11,6544919.159,67013676900,1.2054E+11,830713.83,2.1682E+11,1494236.498,10.297681,1.446,0.180148136,0.055038165,0.014847939,0.14117851,-0.048216596,0.137586455,-0.023461603,0.011840644,0.006657362,-0.00028381,-53.1583556,54.6043556,Botswana,test
134,1397,1,0.878,26799289,231070,8109510.405,18.18605,0.770884,23529775.74,202879.46,7120150.136,15.9673519,7.18E+14,6.19E+12,2.17E+14,487373209.7,53393344900,1.87E+12,4202250.574,6.58E+13,147479961.7,330.7324146,0.973,0.165638736,0.047858531,-0.028402763,0.156361997,-0.052455952,0.137938721,-0.026140863,0.01208862,0.007142342,0.000468662,-42.56385808,43.53685808,Peru,test
135,219,1,3.87,368399,1700,89204.53696,0.7048301,14.9769,1425704.13,6579,345221.558,2.727692487,1.35718E+11,626278300,32862862212,259658.704,2890000,151647712.8,1198.21117,7957449414,62874.04271,0.49678547,0,0.099644652,0.091586414,-0.119351207,0.202400145,-0.112578616,0.138609943,-0.032143093,0.013511765,0.00906939,0.002838972,2.047990261,-2.047990261,Belize,test
136,1596,1,233,2066388,6150.4,1623953.601,13.8574,54289,481468404,1433043.2,378381189,3228.7742,4.27E+12,12709112755,3.36E+12,28634765.07,37827420.16,9987964228,85228.55296,2.64E+12,22503774.63,192.0275348,13.8,0.093943165,0.091933251,-0.134868463,0.209978025,-0.115125317,0.138718321,-0.033183773,0.01362626,0.009259458,0.003205109,51.54897136,-37.74897136,Slovenia,test
137,504,1,0,11261586,66370,7003922.566,12.11786,0,0,0,0,0,1.27E+14,7.47431E+11,7.89E+13,136466322.5,4404976900,4.6485E+11,804262.3682,4.91E+13,84872553.11,146.842531,0,0.120118076,0.073001903,-0.106378022,0.196999982,-0.092092725,0.138650854,-0.031253994,0.013168654,0.008628092,0.002366186,-19.03861427,19.03861427,Cuba,test
138,1686,1,11.188,51482638,396500,2064536.14,5.4269,125.171344,575987753.9,4436042,23098030.33,60.7161572,2.65E+15,2.04E+13,1.06E+14,279391128.2,1.57212E+11,8.18589E+11,2151765.85,4.26E+12,11204031.18,29.45124361,1.607,0.205833521,0.029153777,0.071504655,0.109024854,-0.023540823,0.136901902,-0.019687493,0.011045188,0.005643275,-0.001626887,-44.32229728,45.92929728,Tanzania,test
139,611,1,0,1388115,8900,814288.2728,5.8305,0,0,0,0,0,1.93E+12,12354223500,1.13E+12,8093404.507,79210000,7247165628,51891.45,6.63065E+11,4747707.775,33.99473025,0,0.100628513,0.090392635,-0.120064029,0.198776808,-0.109231531,0.138559984,-0.032142308,0.013417697,0.008977289,0.002762941,2.243423624,-2.243423624,Estonia,test
140,1495,1,0.469,10811538,18425,794510.7459,0.44041,0.219961,5070611.322,8641.325,372625.5398,0.20655229,1.17E+14,1.99203E+11,8.59E+12,4761509.451,339480625,14638860493,8114.55425,6.31247E+11,349910.4776,0.193960968,0.479,0.102039327,0.087143331,-0.114009826,0.199782452,-0.11025494,0.138552998,-0.031779504,0.013441169,0.008985518,0.00271296,-0.349327024,0.828327024,Rwanda,test
141,485,1,0,4304600,11760,1810560.797,13.5151,0,0,0,0,0,1.85E+13,50622096000,7.79E+12,58177099.46,138297600,21292194973,158937.576,3.28E+12,24469910.23,182.657928,0,0.098848418,0.089761528,-0.125664309,0.195202484,-0.106705123,0.138505527,-0.032434015,0.013332043,0.008923361,0.002759655,8.312781493,-8.312781493,Croatia,test
142,353,1,6.174,537499,790,131137.3901,0.427104,38.118276,3318518.826,4877.46,809642.2465,2.636940096,2.88905E+11,424624210,70486216041,229567.9729,624100,103598538.2,337.41216,17197015082,56009.30386,0.182417827,0.061,0.099401036,0.091584695,-0.11983812,0.20304641,-0.112957541,0.138620851,-0.032179128,0.013525225,0.009085491,0.00285791,2.640962353,-2.579962353,Cabo Verde,test
143,1178,1,0.2,2496394,1141527,1018271.612,2.870012483,0.04,499278.8,228305.4,203654.3224,0.574002497,6.23E+12,2.85E+12,2.54E+12,7164681.942,1.3E+12,1.16E+12,3276196.74,1.04E+12,2922452.238,8.236971653,0,0.436814569,-0.071101704,0.450379766,-0.068752259,0.170576881,0.133625638,0.004593561,0.005973653,-0.001557428,-0.01028843,91.04391041,-91.04391041,Mongolia,test
144,1795,1,10.458,3436645,140445,2169408.638,11.11038,109.369764,35940433.41,1468773.81,22687675.54,116.192354,1.18E+13,4.8266E+11,7.46E+12,38182431.88,19724798025,3.04683E+11,1560397.319,4.71E+12,24102954.34,123.4405437,232.2,0.141299141,0.070658354,-0.056778122,0.168567093,-0.075381028,0.138093261,-0.028017294,0.012569895,0.007772738,0.001219726,-35.71095699,267.910957,Uruguay,test
145,479,1,22.484,4899336,17775,2627940.07,9.80942,505.530256,110156670.6,399653.1,59086604.53,220.5549993,2.4E+13,87085697400,1.29E+13,48059644.55,315950625,46711634744,174362.4405,6.91E+12,25778567.88,96.22472074,1.084,0.102458506,0.086892227,-0.122387324,0.199924206,-0.106516026,0.138605008,-0.032283546,0.013394125,0.008960839,0.00277777,5.082251118,-3.998251118,Costa Rica,test
146,1402,1,4.956,28102055,234120,9615475.141,24.17505,24.561936,139273784.6,1160298.72,47654294.8,119.8115478,7.9E+14,6.58E+12,2.7E+14,679368584.7,54812174400,2.25E+12,5659862.706,9.25E+13,232454592.3,584.4330425,0.889,0.165647981,0.046196286,-0.033502017,0.155627995,-0.049768204,0.137951952,-0.026430412,0.012041366,0.007116229,0.000491211,-39.91281016,40.80181017,Peru,test
147,22,1,1,2873457,11691.81,1648653.408,6.11975,1,2873457,11691.81,1648653.408,6.11975,8.26E+12,33595913287,4.74E+12,17584838.48,136698421.1,19275742402,71550.95425,2.72E+12,10089346.69,37.45134006,0,0.101799961,0.088623935,-0.120552045,0.200127875,-0.108349822,0.138597747,-0.032179414,0.013424039,0.008983308,0.002774739,0.931832771,-0.931832771,Albania,test
148,440,1,56.53,1288400000,5255055.333,199092324.4,1676.829,3195.6409,72833252000,297068278,11254689098,94791.14337,1.66E+18,6.77E+15,2.57E+17,2.16E+12,2.76E+13,1.05E+15,8811829179,3.96E+16,3.33844E+11,2811755.495,10.07,0.733773215,-0.624712927,0.752409231,-0.947725332,0.894946498,0.118893753,0.034240543,-0.01608034,-0.023915375,-0.03354742,10.33412173,-0.264121733,China,test
149,717,1,0,22379057,144487.98,1173152.662,6.3464,0,0,0,0,0,5.01E+14,3.23E+12,2.63E+13,142026447.3,20876776364,1.69506E+11,916978.5163,1.38E+12,7445296.054,40.27679296,0,0.136264778,0.068965796,-0.054354479,0.166553388,-0.079880773,0.137982763,-0.02783457,0.012592099,0.007827413,0.001215924,-32.2273344,32.22733441,Ghana,test
150,1169,1,60,118827158,1015860,36004675.56,239.32269,3600,7129629480,60951600,2160280534,14359.3614,1.41E+16,1.21E+14,4.28E+15,28438035098,1.03E+12,3.66E+13,243118347.9,1.3E+15,8616735808,57275.34995,22,0.32553846,-0.06933172,0.178525969,-0.117053814,0.189981336,0.13333276,-0.01073817,0.005054501,-0.000952927,-0.00807109,49.90567233,-27.90567233,Mexico,test
151,1568,1,0,5374622,19300,2697397.642,26.432,0,0,0,0,0,2.89E+13,1.0373E+11,1.45E+13,142062008.7,372490000,52059774491,510137.6,7.28E+12,71297614.47,698.650624,0,0.09726779,0.089886862,-0.131388752,0.186660436,-0.101402584,0.138367276,-0.032683675,0.013142578,0.008764468,0.002664266,15.87254617,-15.87254617,Slovakia,test
152,593,1,0.044,6079395,14251.2,1410274.395,4.9101,0.001936,267493.38,627.0528,62052.07338,0.2160444,3.7E+13,86638674024,8.57E+12,29850437.39,203096701.4,20098102458,69974.81712,1.99E+12,6924588.307,24.10908201,0,0.101592102,0.088103016,-0.118819338,0.199503653,-0.108808922,0.138572918,-0.03206689,0.013420018,0.008977813,0.002751366,1.135669456,-1.135669456,El Salvador,test
153,1581,1,1,1994530,5050,1322170.608,12.12664,1,1994530,5050,1322170.608,12.12664,3.98E+12,10072376500,2.64E+12,24186947.28,25502500,6676961570,61239.532,1.75E+12,16033486.98,147.0553977,0,0.097486533,0.091390953,-0.126989392,0.196624911,-0.108513707,0.138524842,-0.032534075,0.013375984,0.008973194,0.002815394,9.603294016,-9.603294016,Slovenia,test
154,284,1,127.789,207833825,2368786,107181377.6,516.21791,16330.02852,26558876663,302704794.2,13696601062,65966.9705,4.32E+16,4.92E+14,2.23E+16,1.07288E+11,5.61E+12,2.54E+14,1222809758,1.15E+16,55328946736,266480.9306,1078.998,0.618851329,-0.313090686,0.52649008,-0.421520334,0.549774623,0.128337076,0.013512995,-0.004109897,-0.011969251,-0.019743429,314.1563534,764.8416466,Brazil,test
155,1358,1,0,153093371,368420,4134562.078,57.185,0,0,0,0,0,2.34E+16,5.64E+13,6.33E+14,8754644421,1.35733E+11,1.52E+12,21068097.7,1.71E+13,236434932.4,3270.124225,0,0.144166649,0.03165347,-0.004138274,0.077078063,-0.038277238,0.136135665,-0.023715134,0.010759805,0.005980735,-0.001003814,-22.93482471,22.93482471,Pakistan,test
156,46,1,7.098,24220660,530670.62,1484799.131,4.88636,50.381604,171918244.7,3766700.061,10539104.23,34.68338328,5.87E+14,1.29E+13,3.6E+13,118350864.2,2.81611E+11,7.87939E+11,2593047.691,2.2E+12,7255263.082,23.87651405,0.62,0.256292626,0.013304978,0.150305779,0.077153753,0.015554549,0.136352774,-0.01471599,0.010089836,0.004208786,-0.003354132,-24.67518462,25.29518462,Angola,test
157,1633,1,130.822,21670000,28116,4253872.898,13.43771,17114.39568,2834912740,3678191.352,556500160.3,1757.948098,4.7E+14,6.09274E+11,9.22E+13,291195175.7,790509456,1.19602E+11,377814.6544,1.81E+13,57162310.38,180.57205,54.146,0.098369938,0.08254667,-0.129197623,0.204893091,-0.10924829,0.138651449,-0.032738127,0.013478298,0.009103863,0.002980865,31.56896194,22.57703806,Sri Lanka,test
158,1572,1,19,5398384,19297,3036454.879,26.25956,361,102569296,366643,57692642.7,498.93164,2.91E+13,1.04173E+11,1.64E+13,141759188.6,372374209,58594469800,506730.7293,9.22E+12,79735969.08,689.5644914,477,0.097412461,0.08938477,-0.132414096,0.188846109,-0.1018704,0.138408893,-0.032769418,0.013177087,0.008801679,0.002713359,18.72649841,458.2735016,Slovakia,test
159,779,1,1.975,7106323,31530,1139329.726,3.58846,3.900625,14034987.93,62271.75,2250176.209,7.0872085,5.05E+13,2.24062E+11,8.1E+12,25500755.83,994140900,35923066261,113144.1438,1.3E+12,4088439.149,12.87704517,0.153,0.106868869,0.08573665,-0.108757447,0.195763785,-0.105305103,0.138506801,-0.031422724,0.013324794,0.008830169,0.002539288,-5.890843588,6.043843588,Honduras,test
160,1453,1,512.824,10300300,35878.014,6585580.247,47.22754,262988.455,5282241047,18399106.65,3377243605,24219.41597,1.06E+14,3.69554E+11,6.78E+13,486457830.3,1287231889,2.36278E+11,1694430.341,4.34E+13,311020754.5,2230.440534,66.412,0.089803175,0.087133699,-0.158214017,0.2093629,-0.10758315,0.138721208,-0.034594911,0.013485212,0.009229349,0.003463191,118.492499,-52.08049903,Portugal,test
161,542,1,3,5461438,26630,4290079.301,34.72604,9,16384314,79890,12870237.9,104.17812,2.98E+13,1.45438E+11,2.34E+13,189654114.4,709156900,1.14245E+11,924754.4452,1.84E+13,148977465.4,1205.897854,0,0.098397959,0.0880747,-0.135390403,0.183548125,-0.09676421,0.138344647,-0.032883282,0.013037872,0.008672292,0.002621328,18.18086623,-18.18086623,Denmark,test
162,1355,1,2.203,4479217,14360,1973296.167,28.92932,4.853209,9867715.051,31635.08,4347171.456,63.73129196,2.01E+13,64321556120,8.84E+12,129580701.9,206209600,28336532958,415425.0352,3.89E+12,57086116.27,836.9055557,0.011,0.094266863,0.092320615,-0.134163613,0.184289956,-0.102300574,0.138308501,-0.032831923,0.013120743,0.008762202,0.002681905,21.43418188,-21.42318188,Oman,test
163,951,1,1.322,16321872,2171618,7548534.561,72.61356,1.747684,21577514.78,2870878.996,9979162.69,95.99512632,2.66E+14,3.54E+13,1.23E+14,1185189232,4.72E+12,1.64E+13,157688913.9,5.7E+13,548125967.3,5272.729096,1.267,0.651964701,-0.211255383,0.751725855,-0.337063999,0.419796722,0.129706934,0.026041027,-0.000846998,-0.009976345,-0.02056963,-347.4588911,348.7258911,Kazakhstan,test
164,699,1,0,3848449,25140,1495900.16,7.09154,0,0,0,0,0,1.48E+13,96750007860,5.76E+12,27291430.02,632019600,37606930022,178281.3156,2.24E+12,10608235.82,50.28993957,0,0.105233837,0.087081011,-0.114027396,0.195805052,-0.10505663,0.138521663,-0.031741091,0.013322765,0.008848965,0.002601503,-3.257219303,3.257219303,Georgia,test
165,27,1,0,32692153,411450,6260357.613,24.42506,0,0,0,0,0,1.07E+15,1.35E+13,2.05E+14,798507798.6,1.69291E+11,2.58E+12,10049690.94,3.92E+13,152909610.3,596.583556,0,0.215506562,0.025978703,0.065554704,0.103687543,-0.008237357,0.13693718,-0.019996102,0.010774975,0.00534239,-0.001785797,-37.9860311,37.9860311,Algeria,test
166,811,1,0,292074,18840,199230.6252,8.16976,0,0,0,0,0,85307221476,5502674160,58190085625,2386174.482,354945600,3753504979,153918.2784,39692842018,1627666.393,66.74497846,0,0.102685609,0.09053718,-0.114985426,0.193248272,-0.106319002,0.138457256,-0.03178332,0.013305359,0.008839345,0.002597754,0.260558158,-0.260558158,Iceland,test
167,1036,1,40.666,530946,1314.2,103174.4859,6.10366,1653.723556,21591450.04,53443.2572,4195693.644,248.2114376,2.81904E+11,697769233.2,54780080591,3240713.862,1727121.64,135591909.4,8021.429972,10644974541,629741.9826,37.2546654,33.988,0.096979811,0.092850783,-0.124039517,0.200954321,-0.11256299,0.138573279,-0.03241658,0.013487015,0.009071276,0.002888321,13.97078447,20.01721553,Luxembourg,test
168,791,1,0,10158608,58490,4525729.928,33.99772,0,0,0,0,0,1.03E+14,5.94177E+11,4.6E+13,345369510.4,3421080100,2.6471E+11,1988526.643,2.05E+13,153864498.9,1155.844965,0,0.107411836,0.082641035,-0.119660702,0.176807551,-0.08984023,0.13823396,-0.031857904,0.012857183,0.008411579,0.002258866,4.914026075,-4.914026075,Hungary,test
169,804,1,89,9843028,52640,4819357.064,38.80442,7921,876029492,4684960,428922778.7,3453.59338,9.69E+13,5.18137E+11,4.74E+13,381952992.6,2770969600,2.53691E+11,2042664.669,2.32E+13,187012355.6,1505.783012,83,0.102903818,0.08434247,-0.128749343,0.18100904,-0.092746649,0.138290958,-0.032462831,0.012943467,0.008544412,0.002477958,27.34791372,55.65208628,Hungary,test
170,162,1,184.936,161376713,92023,33187232.7,70.307217,34201.3241,29844363795,17018365.53,6137514067,13002.33548,2.60E+16,1.49E+13,5.36E+15,11345947580,8468232529,3.05E+12,6469881.03,1.1E+15,2333301971,4943.104762,15.843,0.078354071,0.027626173,-0.213144847,0.22237489,-0.094900178,0.139058679,-0.037703773,0.013416389,0.00960396,0.00411447,129.8698246,-114.0268246,Bangladesh,test
171,1126,1,0,3024198,396610,88856.6827,0.46407,0,0,0,0,0,9.15E+12,1.2E+12,2.6872E+11,1403439.566,1.57299E+11,35241448926,184054.8027,7895510060,41235.72074,0.215360965,0,0.2230683,0.035456762,0.090241853,0.109378898,-0.014967673,0.136987335,-0.018647385,0.010957194,0.005366938,-0.001925504,-45.38539188,45.38539188,Mauritania,test
172,575,1,0.6,76873670,35330,23007943.63,96.58724,0.36,46124202,21198,13804766.18,57.952344,5.91E+15,2.72E+12,1.77E+15,7425015614,1248208900,8.12871E+11,3412427.189,5.29E+14,2222273773,9329.094931,0,0.073706233,0.063973084,-0.216036024,0.183720943,-0.084077684,0.138431357,-0.037593914,0.012798205,0.008911503,0.003517793,114.875692,-114.875692,Egypt,test
173,1821,1,0,25996594,215900,10982812.24,69.503,0,0,0,0,0,6.76E+14,5.61E+12,2.86E+14,1806841273,46612810000,2.37E+12,15005697.7,1.21E+14,763338399.1,4830.667009,0,0.14635771,0.056215849,-0.073115946,0.131000176,-0.04169466,0.13755798,-0.028530391,0.011597425,0.006887005,0.000558361,-21.48668513,21.48668513,Venezuela,test
174,1042,1,0.007,16765122,408430,344843.4773,0.80538,4.90E-05,117355.854,2859.01,2413.904341,0.00563766,2.81E+14,6.85E+12,5.78E+12,13502293.96,1.66815E+11,1.40844E+11,328941.3534,1.18917E+11,277730.0397,0.648636944,0,0.221921912,0.032236049,0.092476113,0.106192781,-0.014776548,0.136900902,-0.018461609,0.010904963,0.005328991,-0.001997351,-45.3156583,45.3156583,Madagascar,test
175,1450,1,296,10401062,36638.8,6813066.986,46.10142,87616,3078714352,10845084.8,2016667828,13646.02032,1.08E+14,3.81082E+11,7.09E+13,479503727.7,1342401665,2.49623E+11,1689100.707,4.64E+13,314092062.6,2125.340926,119,0.09403537,0.085661545,-0.151147659,0.19747358,-0.100577749,0.138562784,-0.034007978,0.013248933,0.008957638,0.003098986,77.60824659,41.39175341,Portugal,test
176,1313,1,0,2036855,12280,595088.3646,6.60982,0,0,0,0,0,4.15E+12,25012579400,1.21E+12,13463244.92,150798400,7307685117,81168.5896,3.5413E+11,3933426.974,43.68972043,0,0.100939601,0.09036483,-0.118561165,0.196822957,-0.108470786,0.138520049,-0.032032127,0.013380778,0.008935116,0.002711595,2.277564145,-2.277564145,North Macedonia,test
177,626,1,6.5,1315790,10030,939348.3957,8.79402,42.25,8552635,65195,6105764.572,57.16113,1.73E+12,13197373700,1.24E+12,11571083.58,100600900,9421664409,88204.0206,8.82375E+11,8260648.579,77.33478776,3.5,0.100002812,0.090679597,-0.121680688,0.19716443,-0.108349583,0.138532125,-0.032223347,0.013382946,0.008950975,0.002754515,5.353877184,-1.853877184,Estonia,test
178,695,1,0,3927340,24920,1798087.518,7.0135,0,0,0,0,0,1.54E+13,97869312800,7.06E+12,27544399.09,621006400,44808340949,174776.42,3.23E+12,12610886.81,49.18918225,0,0.105506459,0.086614707,-0.114616789,0.196713809,-0.104975332,0.138543786,-0.031784152,0.013334128,0.008861531,0.00261875,-3.706298079,3.706298079,Georgia,test
179,1730,1,9.537,11063195,97610,3909092.492,14.9375,90.954369,105509690.7,930906.57,37281015.1,142.4589375,1.22E+14,1.08E+12,4.32E+13,165256475.3,9527712100,3.81567E+11,1458049.375,1.53E+13,58392069.1,223.1289063,7.537,0.125482796,0.074093454,-0.086678287,0.180045131,-0.085690806,0.138296152,-0.02991288,0.012854209,0.008226761,0.001844546,-20.876205,28.413205,Tunisia,test
180,1713,1,2.541,7889095,38200,1065954.811,1.25068,6.456681,20046190.4,97066.2,2708591.175,3.17797788,6.22E+13,3.01363E+11,8.41E+12,9866733.335,1459240000,40719473780,47775.976,1.14E+12,1333168.363,1.564200462,0.963,0.109448596,0.084361022,-0.103877172,0.195654422,-0.104459558,0.13850477,-0.031127574,0.013313082,0.008792866,0.002467465,-9.829499884,10.79249988,Togo,test
181,245,1,0.275,685502,5200,49676.82128,1.7895,0.075625,188513.05,1430,13661.12585,0.4921125,4.69913E+11,3564610400,34053560341,1226705.829,27040000,258319470.7,9305.4,2467786572,88896.67168,3.20231025,0,0.100270517,0.091339455,-0.118083792,0.200488262,-0.111425215,0.138576326,-0.032046174,0.013470756,0.009022584,0.002785485,1.146810958,-1.146810958,Bhutan,test
182,1246,1,35.965,2402623,388100,549916.2135,4.06404,1293.481225,86410336.2,13958016.5,19777736.62,146.1631986,5.77E+12,9.32458E+11,1.32E+12,9764355.977,1.50622E+11,2.13422E+11,1577253.924,3.02408E+11,2234881.488,16.51642112,38.8,0.219410967,0.036867809,0.081802032,0.112346669,-0.016970918,0.137047344,-0.0191852,0.011022469,0.005473427,-0.001760209,-39.64646125,78.44646125,Namibia,test
183,1548,1,18.388,6982604,34640,4689423.342,30.292477,338.118544,128396122.4,636960.32,86229116.41,557.0180671,4.88E+13,2.41877E+11,3.27E+13,211520371.1,1199929600,1.62442E+11,1049331.403,2.2E+13,142054248.7,917.6341628,2.378,0.102192102,0.085322646,-0.129951007,0.186734459,-0.096468791,0.138407839,-0.03258718,0.013077843,0.008680585,0.002591483,13.6269208,-11.2489208,Serbia,test
184,455,1,130801.29,1402760000,5285287,709858825.4,6452.118661,17108977466,1.83E+14,6.91322E+11,9.29E+13,843945444.1,1.97E+18,7.41E+15,9.96E+17,9.05E+12,2.79E+13,3.75E+15,34101298881,5.04E+17,4.58E+12,41629835.22,44214.574,-0.97901207,-0.093267319,-0.999997641,0.999664295,-0.874706704,0.127752899,-0.104322726,0.026461105,0.031471667,0.050191153,15437.57426,28776.99974,China,test
185,183,1,6,9469379,85327,8350531.905,31.7213,36,56816274,511962,50103191.43,190.3278,8.97E+13,8.07994E+11,7.91E+13,300381012.1,7280696929,7.12526E+11,2706683.365,6.97E+13,264889727.7,1006.240874,41,0.121309584,0.072451367,-0.110485918,0.182852389,-0.081612194,0.138433632,-0.031349452,0.012835608,0.008308458,0.002122655,-11.16205779,52.16205779,Belarus,test
186,402,1,0,46624,27,10740.20649,0.43059,0,0,0,0,0,2173797376,1258848,500751387.4,20075.82816,729,289985.5752,11.62593,115352035.4,4624.625513,0.185407748,0,0.099297506,0.091902786,-0.119738238,0.202554903,-0.112909025,0.138612112,-0.032168201,0.013518553,0.009078303,0.002848823,1.789952429,-1.789952429,Cayman Islands,test
187,469,1,1.418,47520667,447539,25320027.76,68.8622,2.010724,67384305.81,634610.302,35903799.36,97.6465996,2.26E+15,2.13E+13,1.2E+15,3272377675,2.00291E+11,1.13E+13,30818520.13,6.41E+14,1743592816,4742.002589,0.045,0.226936976,-0.001315226,0.02126255,0.114515142,0.019462173,0.13744212,-0.02267606,0.010532246,0.005248288,-0.001403073,-6.9375185,6.9825185,Colombia,test
188,778,1,0.931,755388,11885.7,87796.86089,0.662406,0.866761,703266.228,11065.5867,81738.87749,0.616699986,5.70611E+11,8978315152,66320695154,500373.5435,141269864.5,1043527149,7873.158994,7708288782,58157.16743,0.438781709,0.052,0.102820263,0.090101248,-0.113966944,0.199870028,-0.110066815,0.138570036,-0.031791373,0.013445713,0.008974117,0.002710325,-2.740197586,2.792197586,Guyana,test
189,1415,1,2.02,97212639,124300,30336642.78,61.32834,4.0804,196369530.8,251086,61280018.42,123.8832468,9.45E+15,1.21E+13,2.95E+15,5961889777,15450490000,3.77E+12,7623112.662,9.2E+14,1860495943,3761.165287,0,0.115540268,0.030686248,-0.165822167,0.206386774,-0.070944642,0.13901564,-0.034719214,0.012955825,0.008766115,0.00297922,24.32058367,-24.32058366,Philippines,test
190,1774,1,0,46509355,412660,36692436.32,152.942861,0,0,0,0,0,2.16E+15,1.92E+13,1.71E+15,7113273817,1.70288E+11,1.51E+13,63113401.02,1.35E+15,5611846188,23391.51873,0,0.200168203,0.003272869,-0.068741062,0.093236962,0.038377329,0.137347137,-0.027749593,0.009998836,0.005142341,-0.000848674,-3.023200809,3.023200809,Ukraine,test
191,572,1,0.6,72826102,34090,20143517.73,78.82444,0.36,43695661.2,20454,12086110.64,47.294664,5.3E+15,2.48E+12,1.47E+15,5740476708,1162128100,6.86693E+11,2687125.16,4.06E+14,1587801505,6213.292341,0,0.077907812,0.065325813,-0.200455253,0.189103369,-0.089513215,0.138501942,-0.036723092,0.012954526,0.008988311,0.003441974,92.22855576,-92.22855576,Egypt,test
192,1482,1,5.1,2781682,670,497084.3684,43.260584,26.01,14186578.2,3417,2535130.279,220.6289784,7.74E+12,1863726940,1.38E+12,120337187.8,448900,333046526.8,28984.59128,2.47093E+11,21504160.07,1871.478128,0,0.083654,0.099679167,-0.147355022,0.173643283,-0.102735294,0.138077909,-0.033527908,0.012974951,0.008701104,0.002725636,43.19654429,-43.19654429,Qatar,test
193,1432,1,2.393,38011735,144240,26017955.52,141.69262,5.726449,90962081.85,345166.32,62260967.56,339.0704397,1.44E+15,5.48E+12,9.89E+14,5385982323,20805177600,3.75E+12,20437743.51,6.77E+14,3686552285,20076.79856,24.757,0.110530881,0.056617735,-0.182986209,0.136576565,-0.035757922,0.137856439,-0.035111503,0.011558529,0.00739142,0.001928083,60.07268469,-35.31568469,Poland,test
194,1645,1,4,9080505,31630,7203092.301,135.60441,16,36322020,126520,28812369.2,542.41764,8.25E+13,2.87216E+11,6.54E+13,1231356523,1000456900,2.27834E+11,4289167.488,5.19E+13,976771081.7,18388.55601,1,0.065872472,0.103338851,-0.199818014,0.118049369,-0.069850298,0.137178508,-0.036065495,0.011757676,0.007764449,0.002316115,107.6177861,-106.6177861,Sweden,test
195,239,1,2.9,11485035,39500,1437580.649,1.188064,8.41,33306601.5,114550,4168983.882,3.4453856,1.32E+14,4.53659E+11,1.65E+13,13644956.62,1560250000,56784435636,46928.528,2.07E+12,1707937.816,1.411496068,0,0.108959291,0.083267437,-0.104664935,0.19620152,-0.104728524,0.138510862,-0.031175185,0.013321876,0.008810782,0.002487433,-8.700265698,8.700265698,Benin,test
196,952,1,2.589,16557202,2169885,8063795.835,76.20982,6.702921,42866595.98,5617832.265,20877167.42,197.307224,2.74E+14,3.59E+13,1.34E+14,1261821384,4.71E+12,1.75E+13,165366545.3,6.5E+13,614540429.1,5807.936664,0.995,0.651175903,-0.211097727,0.749919334,-0.337697643,0.420342069,0.129682463,0.02592855,-0.000869063,-0.009988608,-0.020546301,-333.6077327,334.6027327,Kazakhstan,test
197,739,1,1536,10965211,71530,12760964.24,52.5202,2359296,16842564096,109870080,19600841073,80671.0272,1.2E+14,7.84342E+11,1.4E+14,575895074.8,5116540900,9.12792E+11,3756769.906,1.63E+14,670208394.1,2758.371408,1043,0.090292046,0.077061498,-0.183160035,0.27444692,-0.127021485,0.139830835,-0.03687955,0.01456311,0.010377178,0.004984667,255.3948541,787.6051459,Greece,test
198,290,1,0,7658972,52650,3474723.88,28.7814,0,0,0,0,0,5.87E+13,4.03245E+11,2.66E+13,220435936.7,2772022500,1.82944E+11,1515340.71,1.21E+13,100007417.9,828.368986,0,0.107138709,0.08425365,-0.117157314,0.179183871,-0.092627549,0.138261589,-0.031740518,0.012928361,0.00847017,0.002289848,2.923940524,-2.923940524,Bulgaria,test
199,328,1,0.4,8397661,18330,236841.7445,0.20546,0.16,3359064.4,7332,94736.6978,0.082184,7.05E+13,1.53929E+11,1.99E+12,1725383.429,335988900,4341309177,3766.0818,56094011938,48661.50482,0.042213812,0,0.102361484,0.088194277,-0.112393699,0.198618054,-0.110131107,0.138528805,-0.031675628,0.013425217,0.008959581,0.002677187,-1.12760743,1.12760743,Burundi,test
