Index,PV_cum_capacity MW last year,total_population,agri_land_area,tertiary,electricity net consumption (billion kWh),PV_cum_capacity MW last year^2,PV_cum_capacity MW last year total_population,PV_cum_capacity MW last year agri_land_area,PV_cum_capacity MW last year tertiary,PV_cum_capacity MW last year electricity net consumption (billion kWh),total_population^2,total_population agri_land_area,total_population tertiary,total_population electricity net consumption (billion kWh),agri_land_area^2,agri_land_area tertiary,agri_land_area electricity net consumption (billion kWh),tertiary^2,tertiary electricity net consumption (billion kWh),electricity net consumption (billion kWh)^2,PV_added_capacity_MW,H2_1,H2_2,H2_3,H2_4,H2_5,H1_1,H1_2,H1_3,H1_4,H1_5,capacity_pred,set
296,25,7348328,50880,4337621.78,31.67922,625,183708200,1272000,108440544.5,791.9805,5.40E+13,3.74E+11,3.19E+13,232789299.3,2588774400,2.21E+11,1611838.714,1.88E+13,137412474.6,1003.57298,129,-0.170982326,-0.237199621,0.067740045,-0.263830479,0.042559241,-0.083003604,0.620889436,-0.130247473,-0.017227146,-0.370805135,5.453628748,train
538,2,5390574,26580,3638868.171,33.3268,4,10781148,53160,7277736.342,66.6536,2.91E+13,1.43E+11,1.96E+13,179650581.6,706496400,96721115985,885826.344,1.32E+13,121271831.8,1110.675598,0,-0.172360724,-0.233326258,0.072990642,-0.26046578,0.04886991,-0.081937642,0.62144075,-0.130792667,-0.017469238,-0.37044083,2.668278113,train
114,88.813,8391643,27573,6587393.658,62.62372,7887.748969,745286989.8,2448840.849,585046192.9,5561.800444,7.04E+13,2.31E+11,5.53E+13,525515901.6,760270329,1.82E+11,1726723.832,4.34E+13,412527096,3921.730307,85.257,-0.188713694,-0.249819863,0.076055434,-0.27097292,0.053264846,-0.085576618,0.629776443,-0.132913327,-0.018468979,-0.36263071,28.92172807,train
961,0,33751746,268180,938727.1951,3.93662,0,0,0,0,0,1.14E+15,9.05E+12,3.17E+13,132867798.3,71920512400,2.52E+11,1055722.752,8.81E+11,3695412.251,15.49697702,0,-0.164695547,-0.234522457,0.00850012,-0.270337183,-0.011325456,-0.100212035,0.603130489,-0.113155907,-0.012396023,-0.379318793,9.82192854,train
371,0,16800869,91600,860637.9638,2.76264,0,0,0,0,0,2.82E+14,1.54E+12,1.45E+13,46414752.73,8390560000,78834437484,253057.824,7.41E+11,2377632.864,7.63217977,0.1,-0.157742348,-0.226259534,0.053372401,-0.261086692,0.031187112,-0.083385446,0.611816641,-0.126790028,-0.015691853,-0.378767694,4.873695356,train
180,0,9443211,87112,8833489.454,32.66146,0,0,0,0,0,8.92E+13,8.23E+11,8.34E+13,308429058.3,7588500544,7.70E+11,2845205.104,7.80E+13,288514662.5,1066.770969,0,-0.177891002,-0.250587836,0.055447588,-0.269392286,0.024922382,-0.089301378,0.622181523,-0.126211332,-0.016646454,-0.366460086,0.326129256,train
394,766,35082954,578420,22920500.15,563.538324,586756,26873542764,443069720,17557103115,431670.3562,1.23E+15,2.03E+13,8.04E+14,19770589098,3.35E+11,1.33E+13,325961837.4,5.25E+14,12916580240,317575.4426,444,-0.4086681,-0.366600738,-0.011392277,-0.353400938,0.050840682,-0.1768965,0.677302576,-0.104921776,-0.016886334,-0.287560035,470.8500676,train
511,0,11257112,64056,7185358.112,14.46036,0,0,0,0,0,1.27E+14,7.21E+11,8.09E+13,162781892.1,4103171136,4.60E+11,926272.8202,5.16E+13,103902865,209.1020113,0.6,-0.168775592,-0.243993581,0.059471531,-0.267164591,0.029261061,-0.085016982,0.619950713,-0.128353078,-0.016771567,-0.370507959,2.688988755,train
457,0.989,40875363,416070,10394854.42,34.72602,0.978121,40425734.01,411493.23,10280511.02,34.34403378,1.67E+15,1.70E+13,4.25E+14,1419438673,1.73E+11,4.32E+12,14448455.14,1.08E+14,360971922.5,1205.896465,0.04,-0.192213028,-0.26957483,-0.029067312,-0.288463905,-0.056609896,-0.12126741,0.607171291,-0.100702814,-0.01056578,-0.36638381,-9.606776012,train
1637,8.041,37977657,681861.6,6419872.544,7.81022,64.657681,305378339.9,5482849.126,51622195.13,62.80197902,1.44E+15,2.59E+13,2.44E+14,296613856.3,4.65E+11,4.38E+12,5325489.106,4.12E+13,50140616.94,60.99953645,0,-0.17300399,-0.261316036,-0.072968451,-0.288607599,-0.117118645,-0.131781832,0.588060195,-0.084997451,-0.006549024,-0.375536394,30.23772101,train
1649,9,9378126,30850,6909157.174,137.23799,81,84403134,277650,62182414.57,1235.14191,8.79E+13,2.89E+11,6.48E+13,1287035162,951722500,2.13E+11,4233791.992,4.77E+13,948198843.2,18834.2659,2,-0.234706234,-0.254918292,0.073279407,-0.267599038,0.063819275,-0.101755341,0.638260687,-0.124696706,-0.018249408,-0.346729905,39.01051846,train
1190,5.018,3056358,1135607.9,1956655.339,5.93395,25.180324,15336804.44,5698480.442,9818496.491,29.7765611,9.34E+12,3.47E+12,5.98E+12,18136275.55,1.29E+12,2.22E+12,6738640.498,3.83E+12,11610694.95,35.2117626,10,-0.167039686,-0.255116923,-0.118107604,-0.279906514,-0.214321456,-0.152250844,0.568454118,-0.056742201,-0.001888094,-0.373328149,91.84197489,train
133,24.9,9854033,47775,2667231.466,19.53536,620.01,245365421.7,1189597.5,66414063.5,486.430464,9.71E+13,4.71E+11,2.63E+13,192502082.1,2282450625,1.27E+11,933301.824,7.11E+12,52105326.89,381.6302903,3.5,-0.164424965,-0.231694548,0.067381237,-0.262211594,0.043478883,-0.08094658,0.618236,-0.13077735,-0.017028945,-0.374237857,6.499575301,train
109,7352,24982688,3588950,26933349.3,234.25804,54051904,1.84E+11,26385960400,1.98E+11,1722265.11,6.24E+14,8.97E+13,6.73E+14,5852395525,1.29E+13,9.67E+13,840740392.7,7.25E+14,6309353618,54876.8293,1271,0.145383173,-0.596834443,-0.153494247,-0.676702599,-0.400214717,-0.039529486,0.608758055,-0.208147914,-0.020272144,-0.445344157,995.1833329,train
300,1026,7177991,50119,5046237.967,31.90337,1052676,7364618766,51422094,5177440154,32732.85762,5.15E+13,3.60E+11,3.62E+13,229002102.7,2511914161,2.53E+11,1598965.001,2.55E+13,160991997,1017.825017,3,-0.109919109,-0.283631774,0.122883714,-0.32597945,0.089394081,-0.038586841,0.639984385,-0.179702709,-0.025228783,-0.38611801,200.1738015,train
1074,0,25190647,71317,7565882.503,71.09982,0,0,0,0,0,6.35E+14,1.80E+12,1.91E+14,1791050467,5086114489,5.40E+11,5070625.863,5.72E+13,537932884.1,5055.184404,0,-0.209677234,-0.254842998,0.052629266,-0.27274062,0.03740284,-0.099999104,0.628629446,-0.122810814,-0.016673881,-0.357086097,13.34258158,train
1779,188.2,45593342,412970,37256152.5,154.11948,35419.24,8580666964,77720954,7011607901,29005.28614,2.08E+15,1.88E+13,1.70E+15,7026822161,1.71E+11,1.54E+13,63646721.66,1.39E+15,5741898850,23752.81412,183.4,-0.261957888,-0.367010231,-0.036757536,-0.33580998,-0.068668998,-0.14215758,0.643878873,-0.104316474,-0.013743174,-0.327343735,83.52509678,train
772,0.018,746335,11474.26,90623.57736,0.4383,0.000324,13434.03,206.53668,1631.224392,0.0078894,5.57E+11,8563641837,67635547609,327118.6305,131658642.5,1039838489,5029.168158,8212632774,39720.31396,0.19210689,0.008,-0.147289266,-0.21775365,0.078599112,-0.253677136,0.05239597,-0.072101913,0.614275458,-0.134331761,-0.017367971,-0.380861865,5.399988469,train
807,344,9775564,52960,4917747.036,41.39752,118336,3362794016,18218240,1691704980,14240.74688,9.56E+13,5.18E+11,4.81E+13,404684106.2,2804761600,2.60E+11,2192412.659,2.42E+13,203582531.3,1713.754662,384,-0.158844211,-0.254970807,0.084112511,-0.285298721,0.058001474,-0.071605408,0.62885363,-0.145181969,-0.019802765,-0.373064199,69.89992836,train
855,16.989,248451714,565000,75601374.17,171.40571,288.626121,4220946169,9598785,1284391746,2912.011607,6.17E+16,1.40E+14,1.88E+16,42586042439,3.19E+11,4.27E+13,96844226.15,5.72E+15,12958507217,29379.91742,9.434,-0.395641132,-0.526870072,-0.257258961,-0.455352103,-0.17085779,-0.234765433,0.658192682,-0.06862915,-0.003583662,-0.29450726,149.0000494,train
995,0,2035738,23340,44450.13643,0.30505,0,0,0,0,0,4.14E+12,47514124920,90488831836,621001.8769,544755600,1037466184,7119.867,1975814629,13559.51412,0.093055503,0,-0.147498488,-0.218188579,0.075463386,-0.254215124,0.04955653,-0.073167649,0.613594301,-0.133428313,-0.017132024,-0.381031359,5.22623618,train
225,0,7750003,34670,463671.0603,0.5402,0,0,0,0,0,6.01E+13,2.69E+11,3.59E+12,4186551.621,1202008900,16075475661,18728.734,2.15E+11,250475.1068,0.29181604,0,-0.151970996,-0.221279444,0.070028667,-0.256674247,0.04559137,-0.076263992,0.613842405,-0.131793279,-0.01683115,-0.379745034,5.60360149,train
1599,1.959,52003759,963740,10196907.87,218.38128,3.837681,101875363.9,1887966.66,19975742.52,427.8089275,2.70E+15,5.01E+13,5.30E+14,11356647455,9.29E+11,9.83E+12,210462774.8,1.04E+14,2226813793,47690.38345,3.699,-0.296886156,-0.292127372,-0.128687678,-0.305587033,-0.139747636,-0.189855969,0.604502755,-0.052871157,-0.003137798,-0.335704556,-39.05399978,train
993,0.69,1942248,19330,1710293.604,6.84326,0.4761,1340151.12,13337.7,1180102.587,4.7218494,3.77E+12,37543653840,3.32E+12,13291308.05,373648900,33059975365,132280.2158,2.93E+12,11703983.81,46.83020743,0,-0.153324144,-0.223695775,0.075950765,-0.256401238,0.048884892,-0.074898754,0.616215062,-0.133249671,-0.017362816,-0.377958758,3.670299994,train
618,0,1337090,9068,888387.2136,7.88696,0,0,0,0,0,1.79E+12,12124732120,1.19E+12,10545575.35,82228624,8055895253,71518.95328,7.89E+11,7006674.418,62.20413804,0,-0.153010208,-0.221016825,0.07878622,-0.254935801,0.052970858,-0.073888045,0.616230626,-0.133917706,-0.017498182,-0.37839792,3.948690852,train
1303,9.041,22442831,466000,990705.1177,1.20162,81.739681,202905635.1,4213106,8956964.969,10.86384642,5.04E+14,1.05E+13,2.22E+13,26967754.59,2.17E+11,4.62E+11,559954.92,9.81E+11,1190451.084,1.443890624,18,-0.15127347,-0.236138845,-0.022529293,-0.271407104,-0.056942151,-0.107377833,0.591625594,-0.102585502,-0.009752093,-0.383909861,28.29749218,train
1380,1.019,3516204,22292,1525352.135,5.40672,1.038361,3583011.876,22715.548,1554333.826,5.50944768,1.24E+13,78383219568,5.36E+12,19011130.49,496933264,34003149793,120526.6022,2.33E+12,8247151.895,29.23262116,0.258,-0.153329258,-0.223518774,0.074572143,-0.256683368,0.04807543,-0.075311628,0.615827433,-0.132927451,-0.017254988,-0.378206905,4.180623708,train
822,1.139,330815,18720,250645.491,17.98276,1.297321,376798.285,21322.08,285485.2142,20.48236364,1.09E+11,6192856800,82917288105,5948966.749,350438400,4692083592,336637.2672,62823162159,4507297.71,323.3796572,1.4,-0.156345702,-0.220170947,0.077998256,-0.254191587,0.0540983,-0.075244192,0.616408131,-0.133059023,-0.017392519,-0.377623152,1.645501588,train
922,0.1,2725017,4720,575001.2068,6.0641,0.01,272501.7,472,57500.12068,0.60641,7.43E+12,12862080240,1.57E+12,16524775.59,22278400,2714005696,28622.552,3.31E+11,3486864.818,36.77330881,0.1,-0.152923537,-0.220230648,0.079078259,-0.254838094,0.054009858,-0.073730926,0.616119454,-0.134076185,-0.017506052,-0.378660194,4.899904824,train
1007,0,3891357,17119.6,370892.6261,0.2325,0,0,0,0,0,1.51E+13,66618475297,1.44E+12,904740.5025,293080704.2,6349533402,3980.307,1.38E+11,86232.53557,0.05405625,0.005,-0.149661922,-0.219554713,0.075705322,-0.255068475,0.050187938,-0.073747073,0.614446205,-0.133480006,-0.017213673,-0.380145826,5.684951251,train
213,0.585,322465,1570,70516.25882,0.5968744,0.342225,188642.025,918.45,41252.01141,0.349171524,1.04E+11,506270050,22739025400,192471.1034,2464900,110710526.3,937.092808,4972542758,42089.34967,0.356259049,0.08,-0.147549565,-0.217438033,0.080954462,-0.253380612,0.054830355,-0.071422081,0.614878795,-0.135007868,-0.017550504,-0.380642446,5.834628846,train
121,1268.971,8840521,26528.3,7663701.509,66.31786,1610287.399,11218364774,33663643.38,9725014968,84155.44112,7.82E+13,2.35E+11,6.78E+13,586284434,703750700.9,2.03E+11,1759300.085,5.87E+13,508240283.8,4398.058555,186.161,-0.121358162,-0.30483458,0.140549461,-0.344198338,0.108702063,-0.035050702,0.652475258,-0.190098549,-0.027858949,-0.379236042,282.4893145,train
1058,13,26262313,408950,1405162.455,2.14182,169,341410069,5316350,18267111.92,27.84366,6.90E+14,1.07E+13,3.69E+13,56249147.23,1.67E+11,5.75E+11,875897.289,1.97E+12,3009605.049,4.587392912,20.365,-0.155100971,-0.237244763,-0.014090302,-0.272260148,-0.044202815,-0.105318047,0.595310288,-0.105934511,-0.010550143,-0.382489544,21.4296052,train
1671,756,8188649,15219.027,4686340.982,57.72572,571536,6190618644,11505584.41,3542873782,43640.64432,6.71E+13,1.25E+11,3.84E+13,472695659.4,231618782.8,71321549936,878529.2913,2.20E+13,270522407.4,3332.25875,305,-0.144074648,-0.273222575,0.116649787,-0.309321516,0.090235778,-0.053628924,0.640785386,-0.166919873,-0.023860916,-0.375448701,165.0829984,train
1663,28,7483934,15468,3482858.225,58.03383,784,209550152,433104,97520030.3,1624.94724,5.60E+13,1.16E+11,2.61E+13,434321353.5,239259024,53872851024,897667.2824,1.21E+13,202123602.1,3367.925424,2,-0.186295775,-0.237048745,0.076881412,-0.262614756,0.057813621,-0.084965458,0.626107944,-0.131118526,-0.017973788,-0.365466507,11.7547631,train
525,1,1081568,1156,460942.6506,4.622,1,1081568,1156,460942.6506,4.622,1.17E+12,1250292608,4.99E+11,4999007.296,1336336,532849704.1,5343.032,2.12E+11,2130476.931,21.362884,1,-0.15086005,-0.219247236,0.080693946,-0.254180118,0.054975845,-0.072564858,0.61589859,-0.134683762,-0.017596301,-0.37929383,5.186660124,train
355,0.094,12405411,48900,295237.6159,0.38652,0.008836,1166108.634,4596.6,27752.33589,0.03633288,1.54E+14,6.07E+11,3.66E+12,4794939.46,2391210000,14437119418,18900.828,87165249842,114115.2433,0.14939771,0.091,-0.154505624,-0.222360313,0.064740203,-0.258138063,0.042061018,-0.07870486,0.613238235,-0.130223981,-0.01646553,-0.379445246,6.132873218,train
1214,15.174,34192358,300825,8661823.595,26.917914,230.250276,518834840.3,4564718.55,131434511.2,408.452427,1.17E+15,1.03E+13,2.96E+14,920386952.1,90495680625,2.61E+12,8097581.479,7.50E+13,233158222.6,724.5740941,4.426,-0.183234828,-0.260602608,-0.001106356,-0.282264212,-0.027168676,-0.109022546,0.610879083,-0.110287091,-0.012541958,-0.368837916,-4.372391541,train
113,48.915,8363404,27792,6324722.183,62.32826,2392.677225,409095906.7,1359445.68,309373785.6,3048.786838,6.99E+13,2.32E+11,5.29E+13,521276419,772395264,1.76E+11,1732227.002,4.00E+13,394208928.6,3884.811995,39.898,-0.190644168,-0.247213623,0.073865191,-0.268131741,0.051727967,-0.087167939,0.628737953,-0.130935054,-0.018123121,-0.362344008,19.87224042,train
612,0,1379350,6982,848813.4863,6.14144,0,0,0,0,0,1.90E+12,9630621700,1.17E+12,8471195.264,48748324,5926415761,42879.53408,7.20E+11,5212937.097,37.71728527,0,-0.152152121,-0.220687934,0.079151692,-0.254835708,0.053164842,-0.073488798,0.616087603,-0.134131923,-0.017518241,-0.378703523,4.395912385,train
715,42291,82905782,166450,58318118.87,535.3849,1788528681,3.51E+12,7039336950,2.47E+12,22641962.81,6.87E+15,1.38E+13,4.83E+15,44386503805,27705602500,9.71E+12,89114816.61,3.40E+15,31222640239,286636.9911,2865,-0.033337588,-0.82538055,0.211699343,-0.993156373,0.991554954,0.175954506,0.809456834,-0.549263129,-0.07480199,-0.49597947,1950.218282,train
249,0.275,727885,5256,102807.4949,2.070682,0.075625,200168.375,1445.4,28272.0611,0.56943755,5.30E+11,3825763560,74832033425,1507218.368,27625536,540356193.2,10883.50459,10569381008,212881.6292,4.287723945,0,-0.14852618,-0.217861024,0.080002178,-0.253609049,0.05415663,-0.072043755,0.614915349,-0.134625895,-0.017487763,-0.380349582,5.354336217,train
1205,9.1,30455563,299890,3589763.719,18.31454,82.81,277145623.3,2728999,32666849.84,166.662314,9.28E+14,9.13E+12,1.09E+14,557779626.8,89934012100,1.08E+12,5492347.401,1.29E+13,65744871.22,335.4223754,0.9,-0.171240139,-0.243679841,0.003511681,-0.274042379,-0.019669668,-0.104015298,0.6053322,-0.111226963,-0.012284797,-0.375517999,1.87805189,train
880,2.352,4755335,44610,3688101.659,25.7689,5.531904,11184547.92,104922.72,8674415.102,60.6084528,2.26E+13,2.12E+11,1.75E+13,122539752.1,1990052100,1.65E+11,1149550.629,1.36E+13,95038322.84,664.0362072,3.575,-0.16677251,-0.232810322,0.069168096,-0.260606954,0.043148,-0.081390951,0.619243098,-0.130238887,-0.017133519,-0.372540886,0.820222915,train
106,5284,23815995,3481190,28248357.13,225.12774,27920656,1.26E+11,18394607960,1.49E+11,1189574.978,5.67E+14,8.29E+13,6.73E+14,5361641130,1.21E+13,9.83E+13,783712437.2,7.98E+14,6359488799,50682.49932,659,-0.083522583,-0.559699309,-0.182762917,-0.607414889,-0.477520825,-0.146658668,0.62317246,-0.119972733,-0.013699318,-0.359943869,805.6537571,train
903,22,57313203,149070,33629793.86,295.85976,484,1260890466,3279540,739855464.9,6508.91472,3.28E+15,8.54E+12,1.93E+15,16956670484,22221864900,5.01E+12,44103814.42,1.13E+15,9949702740,87532.99759,4,-0.361798102,-0.36193201,0.011826916,-0.321067946,0.02272508,-0.158229712,0.67156025,-0.104796513,-0.017364485,-0.292145886,319.3190464,train
762,0.6,10652032,144000,1120771.692,0.657417,0.36,6391219.2,86400,672463.0152,0.3944502,1.13E+14,1.53E+12,1.19E+13,7002826.921,20736000000,1.61E+11,94668.048,1.26E+12,736814.3634,0.432197112,0.02,-0.149837442,-0.226084221,0.045591918,-0.260577212,0.018777985,-0.083609406,0.607999621,-0.124687021,-0.014990313,-0.38139865,4.260690995,train
828,6.705,1111523146,1802490,118103447.2,442.127,44.957025,7452762694,12085695.45,791883613.5,2964.461535,1.24E+18,2.00E+15,1.31E+17,4.91E+11,3.25E+12,2.13E+14,796929496.2,1.39E+16,52216722800,195476.2841,1.18,-0.697304197,-0.789182199,-0.935391703,-0.893814434,-0.146696779,-0.438416868,0.646785603,-0.041042933,0.02817367,-0.343419048,-19.09252934,train
1199,3.119,622373,2563,362131.5847,2.99928,9.728161,1941181.387,7993.997,1129488.413,9.35475432,3.87E+11,1595141999,2.25E+11,1866670.891,6568969,928143251.6,7687.15464,1.31E+11,1086134.019,8.995680518,0.27,-0.149269776,-0.21877342,0.080717382,-0.254056367,0.05465211,-0.072036856,0.615490048,-0.134877282,-0.017583086,-0.379881878,5.721011947,train
1209,12.845,31929087,300026,4367247.876,22.2431,164.994025,410129122.5,3853833.97,56097298.97,285.7126195,1.02E+15,9.58E+12,1.39E+14,710201875,90015600676,1.31E+12,6673508.321,1.91E+13,97141131.23,494.7554976,0.6,-0.174956707,-0.246859297,0.002552952,-0.275803713,-0.020192462,-0.105418759,0.606660817,-0.110953686,-0.012336979,-0.373923099,0.33674288,train
1010,0,5531097,154500,3242752.679,14.28114,0,0,0,0,0,3.06E+13,8.55E+11,1.79E+13,78990370.61,23870250000,5.01E+11,2206436.13,1.05E+13,46310204.99,203.9509597,0,-0.155438829,-0.232411244,0.045535104,-0.262065188,0.015851004,-0.085570329,0.610566487,-0.123957652,-0.015159134,-0.377943438,-3.320357485,train
853,13.436,241834226,556000,58224636.08,145.0577,180.526096,3249284661,7470416,782306210.4,1948.995257,5.85E+16,1.34E+14,1.41E+16,35079916605,3.09E+11,3.24E+13,80652081.2,3.39E+15,8445931793,21041.73633,1.145,-0.384706374,-0.473684456,-0.231500211,-0.432106036,-0.146553343,-0.22746828,0.648857843,-0.068085027,-0.003687871,-0.304531253,105.8967703,train
887,0,6930100,5145,4070952.875,42.63222,0,0,0,0,0,4.80E+13,35655364500,2.82E+13,295445547.8,26471025,20945052542,219342.7719,1.66E+13,173553758.6,1817.506182,1,-0.180527502,-0.235588869,0.076884333,-0.261071136,0.054689579,-0.083289117,0.624563396,-0.131196852,-0.017874295,-0.367162047,6.738249552,train
377,0.2,19789922,93130,1790512.942,5.10124,0.04,3957984.4,18626,358102.5884,1.020248,3.92E+14,1.84E+12,3.54E+13,100953141.7,8673196900,1.67E+11,475078.4812,3.21E+12,9133836.24,26.02264954,0.3,-0.162333816,-0.230102431,0.051155597,-0.263288107,0.029360238,-0.085504872,0.613119606,-0.126058218,-0.015666182,-0.376873085,4.313732148,train
325,0.1,7607850,17830,186673.8205,0.16242,0.01,760785,1783,18667.38205,0.016242,5.79E+13,1.36E+11,1.42E+12,1235666.997,317908900,3328394220,2895.9486,34847115260,30319.56193,0.026380256,0.1,-0.152220826,-0.220095789,0.073768809,-0.255950395,0.049921619,-0.075121518,0.614603147,-0.132861169,-0.017099392,-0.379624328,6.48673904,train
919,0,2674706,4790,471436.7267,5.70034,0,0,0,0,0,7.15E+12,12811841740,1.26E+12,15246733.6,22944100,2258181921,27304.6286,2.22E+11,2687349.631,32.49387612,0.1,-0.152553468,-0.219870593,0.07911144,-0.254679172,0.054105308,-0.073601459,0.615966951,-0.134101858,-0.017495831,-0.378848852,4.942999313,train
1764,17.32,35694519,144150,1515560.786,2.00983,299.9824,618229069.1,2496678,26249512.81,34.8102556,1.27E+15,5.15E+12,5.41E+13,71739915.12,20779222500,2.18E+11,289716.9945,2.30E+12,3046019.535,4.039416629,1.18,-0.168976364,-0.235133603,0.033112829,-0.270081583,0.016664841,-0.09303952,0.611119639,-0.121548092,-0.014512087,-0.376427359,10.4888689,train
985,0,2141669,18330,1564594.007,6.32622,0,0,0,0,0,4.59E+12,39256792770,3.35E+12,13548669.26,335988900,28679008148,115959.6126,2.45E+12,9897965.899,40.02105949,0,-0.15310922,-0.223221228,0.076065,-0.25620227,0.049215754,-0.074791274,0.616086228,-0.133279571,-0.017356138,-0.378127008,3.756403324,train
102,1,103165,20,16708.42739,0.83235,1,103165,20,16708.42739,0.83235,10643017225,2063300,1723724912,85869.38775,400,334168.5478,16.647,279171545.8,13907.25954,0.692806523,0.6,-0.147502344,-0.217234854,0.081447943,-0.253247165,0.055377149,-0.07124761,0.614950211,-0.135146829,-0.017583433,-0.380655738,5.906785039,train
670,39,5508214,22700,4858125.231,83.08312,1521,214820346,885300,189466884,3240.24168,3.03E+13,1.25E+11,2.68E+13,457639604.7,515290000,1.10E+11,1885986.824,2.36E+13,403628201.5,6902.804829,43,-0.198994678,-0.243698969,0.077401581,-0.264924772,0.059662422,-0.08886925,0.630213553,-0.130154704,-0.018244179,-0.360035084,19.07605111,train
1029,73.751,2801543,29470,2065586.084,11.22178,5439.210001,206616597.8,2173441.97,152339039.3,827.6174968,7.85E+12,82561472210,5.79E+12,31438299.21,868480900,60872821895,330705.8566,4.27E+12,23179552.61,125.9283464,8.249,-0.151703363,-0.228992776,0.07753251,-0.261948627,0.050170541,-0.073366108,0.618012929,-0.135939525,-0.017816982,-0.378039378,15.89655731,train
212,0.5,314655,1550,70514.4371,0.41322333,0.25,157327.5,775,35257.21855,0.206611665,99007769025,487715250,22187720206,130022.7869,2402500,109297377.5,640.4961615,4972285840,29138.21051,0.17075352,0.085,-0.147448733,-0.217411453,0.080950055,-0.253370217,0.054794802,-0.071391449,0.614851574,-0.135016057,-0.017549096,-0.380677769,5.858768758,train
1446,115,10573100,36541.7,6936170.431,50.22252,13225,1215906500,4202295.5,797659599.6,5775.5898,1.12E+14,3.86E+11,7.33E+13,531007726.2,1335295839,2.53E+11,1835216.259,4.81E+13,348351958.2,2522.301515,19,-0.181821892,-0.251495484,0.073799757,-0.273723248,0.04902383,-0.083848276,0.628501038,-0.134002715,-0.018410969,-0.364986914,31.74727592,train
281,12.528,202763744,2347174,101739646.2,518.34088,156.950784,2540224185,29405395.87,1274594288,6493.774545,4.11E+16,4.76E+14,2.06E+16,1.05E+11,5.51E+12,2.39E+14,1216636237,1.04E+16,52735817742,268677.2679,8.169,-0.54591094,-0.590237054,-0.516922816,-0.513136676,-0.491451432,-0.370936355,0.629035082,0.048323273,0.015738688,-0.241315313,-15.77754272,train
960,0,32848569,268390,909205.67,3.84752,0,0,0,0,0,1.08E+15,8.82E+12,2.99E+13,126385526.2,72033192100,2.44E+11,1032635.893,8.27E+11,3498186.999,14.80341015,0,-0.163931004,-0.234189053,0.008965566,-0.270002468,-0.01126253,-0.099843884,0.603005103,-0.113285742,-0.012414619,-0.379521459,9.819383724,train
1501,7.234,195358,757,26734.27362,0.11177,52.330756,1413219.772,5476.138,193395.7354,0.80854418,38164748164,147886006,5222754226,21835.16366,573049,20237845.13,84.60989,714721386,2988.089763,0.012492533,6.29,-0.146760498,-0.217515591,0.081565215,-0.253684632,0.055328305,-0.070926017,0.614943892,-0.135442066,-0.017615429,-0.380885791,7.155159863,train
117,625.974,8546356,27142,6765184.225,63.10738,391843.4487,5349796651,16990186.31,4234829430,39503.57909,7.30E+13,2.32E+11,5.78E+13,539338135.7,736688164,1.84E+11,1712860.508,4.58E+13,426933051.7,3982.54141,159.272,-0.156748982,-0.274268286,0.106045891,-0.304401114,0.078724881,-0.062020323,0.640038239,-0.159439623,-0.022785853,-0.370710648,143.1406038,train
589,0.044,5962139,14071.2,1270510.41,3.8031,0.001936,262334.116,619.1328,55902.45804,0.1673364,3.55E+13,83894450297,7.57E+12,22674610.83,197998669.4,17877606081,53514.18072,1.61E+12,4831878.14,14.46356961,0,-0.15454067,-0.223114787,0.075072798,-0.256839519,0.049783396,-0.075488044,0.616126394,-0.133076676,-0.017299394,-0.378019018,5.372828087,train
631,0.048,1030575,12240,51746.40817,1.42628,0.002304,49467.6,587.52,2483.827592,0.06846144,1.06E+12,12614238000,53328554600,1469888.511,149817600,633376036,17457.6672,2677690758,73804.86704,2.034274638,0.067,-0.14795841,-0.217843932,0.078354741,-0.253738819,0.052456576,-0.072392543,0.614361864,-0.13419065,-0.017352404,-0.380676835,5.214713804,train
812,0,296734,18820,207359.7259,8.2347,0,0,0,0,0,88051066756,5584533880,61530680905,2443515.47,354192400,3902510041,154977.054,42998055925,1707545.135,67.81028409,0,-0.150970111,-0.218938808,0.077543679,-0.253932025,0.052119583,-0.073654935,0.61496714,-0.133534488,-0.017314341,-0.37954595,3.225451425,train
1385,3.711,3901311,22590,1737518.646,7.12892,13.771521,14477765.12,83831.49,6447931.695,26.45542212,1.52E+13,88130615490,6.78E+12,27812134.01,510308100,39250546213,161042.3028,3.02E+12,12386631.43,50.82150037,2.4,-0.154653438,-0.224564267,0.074446506,-0.257269111,0.048063149,-0.075755667,0.616323708,-0.132877224,-0.017288064,-0.377631084,4.422354062,train
373,0.1,17733408,92130,1037510.727,3.25408,0.01,1773340.8,9213,103751.0727,0.325408,3.14E+14,1.63E+12,1.84E+13,57705928.3,8487936900,95585863279,299798.3904,1.08E+12,3376142.907,10.58903665,0,-0.158906574,-0.227105002,0.0527186,-0.26162699,0.030758592,-0.083949132,0.612092561,-0.126579235,-0.015674698,-0.378335627,4.80286198,train
868,0,4070262,43050,2398276.085,23.11974,0,0,0,0,0,1.66E+13,1.75E+11,9.76E+12,94103399.17,1853302500,1.03E+11,995304.807,5.75E+12,55447519.53,534.5223777,0,-0.163457116,-0.228422107,0.070184341,-0.258524389,0.045229052,-0.080023852,0.61776914,-0.13053949,-0.017055873,-0.37440942,0.127186834,train
