Index,PV_cum_capacity MW last year,total_population,agri_land_area,tertiary,electricity net consumption (billion kWh),PV_cum_capacity MW last year^2,PV_cum_capacity MW last year total_population,PV_cum_capacity MW last year agri_land_area,PV_cum_capacity MW last year tertiary,PV_cum_capacity MW last year electricity net consumption (billion kWh),total_population^2,total_population agri_land_area,total_population tertiary,total_population electricity net consumption (billion kWh),agri_land_area^2,agri_land_area tertiary,agri_land_area electricity net consumption (billion kWh),tertiary^2,tertiary electricity net consumption (billion kWh),electricity net consumption (billion kWh)^2,PV_added_capacity_MW,H2_1,H2_2,H2_3,H2_4,H2_5,H1_1,H1_2,H1_3,H1_4,H1_5,capacity_pred,set
1706,0.124,6595939,36650,672149.9341,0.88758,0.015376,817896.436,4544.6,83346.59183,0.11005992,4.35E+13,2.42E+11,4.43E+12,5854423.538,1343222500,24634295085,32529.807,4.52E+11,596586.8385,0.787798256,0.134,-0.151418739,-0.22163636,0.070124704,-0.256650038,0.044966733,-0.076081262,0.613835415,-0.131833883,-0.01684307,-0.379755104,5.152880465,train
1628,9.663,20585000,27400,3889756.108,10.46356,93.373569,198912855,264766.2,37586713.27,101.1093803,4.24E+14,5.64E+11,8.01E+13,215392382.6,750760000,1.07E+11,286701.544,1.51E+13,40700696.42,109.4860879,3.36,-0.171248869,-0.236399287,0.064386882,-0.26558432,0.04228574,-0.083933027,0.620025952,-0.129948912,-0.017004015,-0.371781179,9.993878262,train
450,6717.8,1363240000,5288015,442148763.5,4845.35502,45128836.84,9.16E+12,35523827167,2.97E+12,32550125.95,1.86E+18,7.21E+15,6.03E+17,6.61E+12,2.80E+13,2.34E+15,25622310026,1.95E+17,2.14E+12,23477465.27,11030,0.707887459,-0.671276685,-0.999824834,-0.993342872,0.98000046,0.20848445,0.401078039,-0.527047725,0.021520578,-0.82984001,11004.81718,train
1542,3.668,7199077,34626,3851508.392,29.00026,13.454224,26406214.44,127008.168,14127332.78,106.3729537,5.18E+13,2.49E+11,2.77E+13,208775104.8,1198959876,1.33E+11,1004163.003,1.48E+13,111694744.8,841.0150801,3.4,-0.171068928,-0.234216612,0.070174568,-0.261481744,0.045628222,-0.082380058,0.620713395,-0.130332432,-0.017285601,-0.370989192,2.886082328,train
684,4358.754,65998685,287737,39499393.73,463.9011,18998736.43,2.88E+11,1254174800,1.72E+11,2022030.775,4.36E+15,1.90E+13,2.61E+15,30616862570,82792581169,1.14E+13,133481510.8,1.56E+15,18323812201,215204.2306,918.535,-0.209262522,-0.529774388,0.198959681,-0.562979259,0.232894686,-0.021999541,0.73818342,-0.276782365,-0.046073212,-0.33631658,1746.654945,train
84,0,2897593,16830,1325283.371,5.19162,0,0,0,0,0,8.40E+12,48766490190,3.84E+12,15043201.77,283248900,22304519134,87374.9646,1.76E+12,6880367.655,26.95291822,0,-0.152851187,-0.222589113,0.076059842,-0.25607193,0.049673405,-0.074691078,0.615890046,-0.13332419,-0.017339665,-0.378394618,4.249029435,train
323,0,7131688,18480,174384.7467,0.14856,0,0,0,0,0,5.09E+13,1.32E+11,1.24E+12,1059483.569,341510400,3222630119,2745.3888,30410039882,25906.59797,0.022070074,0,-0.151798672,-0.21992794,0.073870224,-0.255798704,0.049839325,-0.074963523,0.614500027,-0.132895616,-0.017098236,-0.379753637,6.352125755,train
1496,0.948,11083629,18095,818645.6814,0.52872,0.898704,10507280.29,17154.06,776076.106,0.50122656,1.23E+14,2.01E+11,9.07E+12,5860136.325,327429025,14813393605,9567.1884,6.70E+11,432834.3447,0.279544838,9.043,-0.155845289,-0.223031544,0.071742519,-0.257872287,0.048463607,-0.076868626,0.615543985,-0.132270674,-0.017061391,-0.378230224,7.120413757,train
427,0,16708255,157840,9478805.23,53.5916,0,0,0,0,0,2.79E+14,2.64E+12,1.58E+14,895422118.7,24913465600,1.50E+12,8458898.144,8.98E+13,507984338.4,2872.059591,0,-0.19171117,-0.257685479,0.037204207,-0.274052726,0.01108826,-0.099523275,0.621764968,-0.119672048,-0.015432365,-0.362624549,-4.838362842,train
1743,18,61806995,176840,35009898.28,343.588,324,1112525910,3183120,630178169,6184.584,3.82E+15,1.09E+13,2.16E+15,21236141798,31272385600,6.19E+12,60760101.92,1.23E+15,12028980930,118052.7137,5,-0.386569114,-0.370393557,0.003366563,-0.32492072,0.025102485,-0.168131286,0.675766471,-0.100616386,-0.017013972,-0.28381367,372.8465544,train
990,0.2,1993782,18720,1413550.398,6.81098,0.04,398756.4,3744,282710.0796,1.362196,3.98E+12,37323599040,2.82E+12,13579609.33,350438400,26461663451,127501.5456,2.00E+12,9627663.49,46.38944856,0,-0.15303511,-0.22280497,0.076153166,-0.2559888,0.049519549,-0.074740681,0.615988688,-0.133273829,-0.017347894,-0.378233656,3.668072074,train
252,0,1674674,258010,132913.6815,2.0224,0,0,0,0,0,2.80E+12,4.32E+11,2.23E+11,3386860.698,66569160100,34293058964,521799.424,17666046730,268804.6295,4.09010176,0,-0.138748908,-0.223260381,0.027977185,-0.258715277,-0.004932874,-0.086368471,0.599946549,-0.118914261,-0.013336846,-0.385961307,9.566629057,train
978,0,2310173,15950,1566512.216,5.0766,0,0,0,0,0,5.34E+12,36847259350,3.62E+12,11727824.25,254402500,24985869845,80971.77,2.45E+12,7952555.916,25.77186756,0,-0.152690446,-0.223098717,0.076432253,-0.256194043,0.049490181,-0.07453109,0.616080003,-0.133461388,-0.017384237,-0.378259396,4.158868355,train
1778,2.5,45706086,412810,37567646.49,156.279,6.25,114265215,1032025,93919116.23,390.6975,2.09E+15,1.89E+13,1.72E+15,7142901414,1.70E+11,1.55E+13,64513533.99,1.41E+15,5871034226,24423.12584,185.7,-0.275758905,-0.360943802,-0.047233163,-0.325192032,-0.077651576,-0.151039909,0.641435082,-0.094887403,-0.012325707,-0.323070602,42.24643605,train
1241,1.59,1971318,388200,127062.0893,3.24,2.5281,3134395.62,617238,202028.722,5.1516,3.89E+12,7.65E+11,2.50E+11,6387070.32,1.51E+11,49325503066,1257768,16144774537,411681.1693,10.4976,0.29,-0.137142,-0.226532415,0.003080017,-0.261458566,-0.035249029,-0.094624343,0.593252639,-0.110431985,-0.011356002,-0.38716825,20.32814488,train
24,0,31451513,401090,4923359.946,20.64764,0,0,0,0,0,9.89E+14,1.26E+13,1.55E+14,649399517.9,1.61E+11,1.97E+12,8281561.928,2.42E+13,101655763.8,426.3250376,0,-0.173231166,-0.249623121,-0.017829801,-0.277730108,-0.045710144,-0.112075893,0.601159272,-0.1038811,-0.010702193,-0.37490762,1.324963595,train
414,0,10096630,489300,143442.8178,0.11253,0,0,0,0,0,1.02E+14,4.94E+12,1.45E+12,1136173.774,2.39E+11,70186570750,55060.929,20575841978,16141.62029,0.012663001,0,-0.141294418,-0.230751747,-0.019986225,-0.266070359,-0.060583868,-0.103979061,0.588536675,-0.102512268,-0.009629163,-0.386731779,33.25644432,train
218,2.57,360926,1700,83928.54005,0.7246443,6.6049,927579.82,4369,215696.3479,1.862335851,1.30E+11,613574200,30291992246,261542.9686,2890000,142678518.1,1231.89531,7043999835,60818.33815,0.525109362,1.3,-0.147536569,-0.217596932,0.081020214,-0.253538545,0.054891824,-0.071382837,0.614943862,-0.135086355,-0.017565359,-0.380630592,6.158606229,train
124,0.1,8763400,47567,1669242.767,16.69734,0.01,876340,4756.7,166924.2767,1.669734,7.68E+13,4.17E+11,1.46E+13,146325469.4,2262619489,79400870698,794242.3718,2.79E+12,27871914.02,278.8011631,0,-0.162389499,-0.227025244,0.066914482,-0.25899667,0.043660433,-0.080633061,0.616419851,-0.129918357,-0.016774175,-0.375602985,1.834842961,train
466,1.308,46075721,426176,20875665.4,52.67862,1.710864,60267043.07,557438.208,27305370.34,68.90363496,2.12E+15,1.96E+13,9.62E+14,2427205398,1.82E+11,8.90E+12,22450363.56,4.36E+14,1099701245,2775.037005,0.014,-0.213374924,-0.303556352,-0.040693819,-0.303938869,-0.074221609,-0.130938307,0.617032075,-0.098351725,-0.010851362,-0.353885657,-16.41913847,train
492,0.3,4280622,13261,2449706.711,16.1057,0.09,1284186.6,3978.3,734912.0133,4.83171,1.83E+13,56765328342,1.05E+13,68942413.75,175854121,32485560695,213577.6877,6.00E+12,39454241.38,259.3935725,0,-0.161504618,-0.227401956,0.076105232,-0.258028153,0.050574672,-0.077447925,0.618752676,-0.132667521,-0.017517154,-0.374744529,3.564358182,train
941,0,6556473,9725,2697859.433,11.28716,0,0,0,0,0,4.30E+13,63761699925,1.77E+13,74003959.79,94575625,26236682986,109767.631,7.28E+12,30451171.08,127.3999809,0,-0.161147478,-0.228196156,0.07538307,-0.258876651,0.049700343,-0.077513416,0.618733623,-0.132743201,-0.01750367,-0.374850556,5.01366984,train
945,0.028,8089963,10449,3383766.268,14.52244,0.000784,226518.964,292.572,94745.4555,0.40662832,6.54E+13,84532023387,2.74E+13,117486002.3,109181601,35356973734,151744.9756,1.14E+13,49140542.6,210.9012636,0.03,-0.164899472,-0.231011314,0.074284256,-0.260276768,0.048804077,-0.079046959,0.619871,-0.132243363,-0.017520912,-0.373243945,5.446448648,train
197,1978.6,11106932,13320,7907248.873,83.18436,3914857.96,21976175655,26354952,15645282620,164588.5747,1.23E+14,1.48E+11,8.78E+13,923923030,177422400,1.05E+11,1108015.675,6.25E+13,657759436.9,6919.637749,668,-0.092879721,-0.33677623,0.179887314,-0.386199033,0.148508649,-0.008282773,0.667441857,-0.222210846,-0.033472841,-0.385666224,449.7642403,train
1401,4.34,27866140,232360,9129455.115,22.95105,18.8356,120939047.6,1008442.4,39621835.2,99.607557,7.77E+14,6.47E+12,2.54E+14,639557172.4,53991169600,2.12E+12,5332905.978,8.33E+13,209530580.8,526.7506961,0.616,-0.179923968,-0.258250453,0.015166422,-0.278622235,-0.012926732,-0.10272287,0.613970417,-0.11518113,-0.013736232,-0.368579649,-5.172474083,train
1636,8.041,37072555,681945.6,6552396.33,8.51986,64.657681,298100414.8,5483524.57,52687818.89,68.50819426,1.37E+15,2.53E+13,2.43E+14,315852978.4,4.65E+11,4.47E+12,5810081.04,4.29E+13,55825499.4,72.58801442,0,-0.17282851,-0.261543012,-0.07253771,-0.288451929,-0.117171334,-0.131610696,0.588186992,-0.085079069,-0.00658275,-0.375433025,29.23283738,train
195,386,10895586,13557,7390368.119,84.91914,148996,4205696196,5233002,2852682094,32778.78804,1.19E+14,1.48E+11,8.05E+13,925243792.9,183792249,1.00E+11,1151248.781,5.46E+13,627583704.9,7211.260338,620.6,-0.186727386,-0.268164697,0.09515314,-0.291204974,0.073571705,-0.076799193,0.640127664,-0.146848382,-0.021243655,-0.361113147,108.6635423,train
829,7.885,1129623466,1803750,123504109.9,470.993,62.173225,8907081029,14222568.75,973829906.6,3713.779805,1.28E+18,2.04E+15,1.40E+17,5.32E+11,3.25E+12,2.23E+14,849553623.8,1.53E+16,58169571234,221834.406,-0.075,-0.696700105,-0.801403205,-0.941157843,-0.899956034,-0.133470689,-0.436675414,0.649482533,-0.046026419,0.028013187,-0.345206904,-18.71992276,train
243,0.275,671611,5213,45392.3737,0.814,0.075625,184693.025,1433.575,12482.90277,0.22385,4.51E+11,3501108143,30486017493,546691.354,27175369,236630444.1,4243.382,2060467590,36949.39219,0.662596,0,-0.147718376,-0.217539822,0.080010801,-0.253500968,0.054021426,-0.071779372,0.614684635,-0.13471017,-0.017477496,-0.380663148,5.637483066,train
384,7.4,23926549,97500,2985442.217,5.28157,54.76,177056462.6,721500,22092272.41,39.083618,5.72E+14,2.33E+12,7.14E+13,126369743.4,9506250000,2.91E+11,514953.075,8.91E+12,15767822.05,27.89498166,1.6,-0.16632062,-0.235203032,0.04790538,-0.266665053,0.026182973,-0.087680894,0.614402612,-0.125440655,-0.015622342,-0.375116677,5.837989345,train
1818,0,204123,1810,9681.513072,0.0372,0,0,0,0,0,41666199129,369462630,1976219493,7593.3756,3276100,17523538.66,67.332,93731695.36,360.1522863,0.00138384,0,-0.14709257,-0.21714235,0.080931051,-0.253227317,0.05475627,-0.071287313,0.61470755,-0.135018151,-0.017536586,-0.380836991,5.839716481,train
317,7,18110616,121000,917090.7879,1.827849,49,126774312,847000,6419635.515,12.794943,3.28E+14,2.19E+12,1.66E+13,33103471.34,14641000000,1.11E+11,221169.729,8.41E+11,1676303.48,3.341031967,1,-0.156494025,-0.227545692,0.046930702,-0.262585013,0.024276133,-0.085043464,0.610193753,-0.125201204,-0.015225549,-0.379525729,6.180181703,train
363,1.902,14093605,53550,1658669.391,1.73142,3.617604,26806036.71,101852.1,3154789.182,3.29316084,1.99E+14,7.55E+11,2.34E+13,24401949.57,2867602500,88821745888,92717.541,2.75E+12,2871853.357,2.997815216,0.238,-0.157873504,-0.227139874,0.062433979,-0.260639644,0.038737006,-0.080490604,0.614501413,-0.129611928,-0.01645756,-0.377639067,5.722477037,train
771,0.017,746156,11429.85,89717.72044,0.4122,0.000289,12684.652,194.30745,1525.201247,0.0070074,5.57E+11,8528451157,66943415413,307565.5032,130641471,1025460087,4711.38417,8049269361,36981.64437,0.16990884,0.001,-0.147276151,-0.217747273,0.078607833,-0.253674681,0.052402554,-0.072094801,0.614273756,-0.13433586,-0.017368483,-0.380866528,5.408037242,train
387,9,31360079,620910,18673857.32,513.18464,81,282240711,5588190,168064715.9,4618.66176,9.83E+14,1.95E+13,5.86E+14,16093510852,3.86E+11,1.16E+13,318641474.8,3.49E+14,9583136746,263358.4747,1,-0.422379732,-0.322901552,-0.056533813,-0.302383916,-0.000643977,-0.200857398,0.655495154,-0.068142563,-0.010165702,-0.287022191,132.1349548,train
10,0.2,3011487,10770,698358.7393,3.7388,0.04,602297.4,2154,139671.7479,0.74776,9.07E+12,32433714990,2.10E+12,11259347.6,115992900,7521323622,40266.876,4.88E+11,2611023.654,13.97862544,0,-0.151672564,-0.220533528,0.077507278,-0.255172232,0.051893308,-0.07383056,0.615543877,-0.13379547,-0.017389741,-0.379115347,5.035563921,train
1549,0,87441,15,2203.513183,0.35061,0,0,0,0,0,7645928481,1311615,192677396.2,30657.68901,225,33052.69775,5.25915,4855470.348,772.5737571,0.122927372,0,-0.147268065,-0.217088763,0.081385845,-0.253154297,0.055261389,-0.071198393,0.614848037,-0.135126494,-0.017571483,-0.380752025,5.834448253,train
251,0.275,754396,5130,117342.6022,2.385702,0.075625,207458.9,1410.75,32269.21561,0.65606805,5.69E+11,3870051480,88522789729,1799764.046,26316900,601967549.3,12238.65126,13769286291,279944.4808,5.691574033,0,-0.148746281,-0.21794306,0.080022772,-0.253637409,0.054220476,-0.072108022,0.614983233,-0.134610848,-0.01749237,-0.380264071,5.294293938,train
277,0.764,193886505,2311134,71812456.83,418.53774,0.583696,148129289.8,1765706.376,54864717.02,319.7628334,3.76E+16,4.48E+14,1.39E+16,81148819619,5.34E+12,1.66E+14,967296801.2,5.16E+15,30056223385,175173.8398,0.05,-0.53914295,-0.509722388,-0.463695858,-0.477291127,-0.467032638,-0.363254383,0.617989845,0.052030013,0.014609464,-0.247768544,40.36623333,train
1343,0,2386164,13730,353085.9421,7.827,0,0,0,0,0,5.69E+12,32762031720,8.43E+11,18676505.63,188512900,4847869985,107464.71,1.25E+11,2763603.669,61.261929,0,-0.152836504,-0.219827786,0.077498126,-0.25463509,0.052714912,-0.074227223,0.615566018,-0.133511595,-0.017357158,-0.378896178,3.987682811,train
781,3.228,7980955,31840,1413549.294,4.96,10.419984,25762522.74,102779.52,4562937.121,16.01088,6.37E+13,2.54E+11,1.13E+13,39585536.8,1013785600,45007409521,157926.4,2.00E+12,7011204.498,24.6016,0,-0.155716516,-0.224693112,0.070452468,-0.258179726,0.045582519,-0.077311128,0.615544533,-0.131788115,-0.016991502,-0.377844044,5.143826513,train
222,0,7076728,32650,318229.8441,0.39516,0,0,0,0,0,5.01E+13,2.31E+11,2.25E+12,2796439.836,1066022500,10390204410,12901.974,1.01E+11,125751.7052,0.156151426,0,-0.151295607,-0.220609872,0.070852699,-0.256243696,0.046363228,-0.075791267,0.613757339,-0.132039094,-0.016871124,-0.379996372,5.652805936,train
810,0,289521,18850,180639.329,7.93864,0,0,0,0,0,83822409441,5457470850,52298879171,2298402.991,355322500,3405051352,149643.364,32630567182,1434030.603,63.02200505,0,-0.150765635,-0.218827406,0.077539986,-0.253892009,0.05210099,-0.073589817,0.6148996,-0.133551834,-0.017310231,-0.37963326,3.291414656,train
1601,11.303,53687125,963410,10700107.34,211.49578,127.757809,606825573.9,10889423.23,120943313.3,2390.536801,2.88E+15,5.17E+13,5.74E+14,11354600378,9.28E+11,1.03E+13,203757149.4,1.14E+14,2263027548,44730.46496,250.322,-0.294236946,-0.294000662,-0.129676218,-0.307413264,-0.141892003,-0.189197936,0.604303361,-0.053492584,-0.003158613,-0.336429841,-35.91252303,train
1273,59,16530388,19174,10111147.44,107.97018,3481,975292892,1131266,596557699,6370.24062,2.73E+14,3.17E+11,1.67E+14,1784788968,367642276,1.94E+11,2070220.231,1.02E+14,1091702409,11657.55977,10,-0.225500984,-0.265591152,0.072201865,-0.276449328,0.05624034,-0.098593989,0.639279271,-0.128185407,-0.018691238,-0.348170907,56.4841545,train
1135,18.151,4046304,396610,227084.2526,1.056759,329.458801,73444463.9,7198868.11,4121806.269,19.18123261,1.64E+13,1.60E+12,9.19E+11,4275968.169,1.57E+11,90063885424,419121.187,51567257779,239973.3277,1.116739584,0.015,-0.13639317,-0.228097638,0.001191084,-0.263431056,-0.037277689,-0.094877922,0.593091469,-0.1105281,-0.011301274,-0.387484072,24.80024952,train
1219,0,18221884,376715.86,117292.4433,7.01636,0,0,0,0,0,3.32E+14,6.86E+12,2.14E+12,127851298,1.42E+11,44185923649,2643174.091,13757517255,822966.0075,49.22930765,0,-0.151592029,-0.230581295,-0.003462332,-0.266468185,-0.033211794,-0.100893636,0.595674861,-0.108403463,-0.011103373,-0.383619049,16.73717469,train
1776,0,46053331,412760,37749322.19,138.804,0,0,0,0,0,2.12E+15,1.90E+13,1.74E+15,6392386556,1.70E+11,1.56E+13,57292739.04,1.43E+15,5239756917,19266.55042,0,-0.267560663,-0.360211675,-0.048222514,-0.325281745,-0.082157021,-0.148815262,0.639522976,-0.095512658,-0.012217173,-0.325801429,32.57154558,train
459,1.092,42647731,425570,13089509.69,37.78608,1.192464,46571322.25,464722.44,14293744.58,41.26239936,1.82E+15,1.81E+13,5.58E+14,1611490575,1.81E+11,5.57E+12,16080622.07,1.71E+14,494601260.3,1427.787842,0.029,-0.197230852,-0.27840171,-0.033608149,-0.292746929,-0.063127207,-0.124172892,0.609231738,-0.099632496,-0.010517389,-0.363400804,-12.63335171,train
1536,0.673,7411569,35370,3470065.483,28.068,0.452929,4987985.937,23804.01,2335354.07,18.889764,5.49E+13,2.62E+11,2.57E+13,208027918.7,1251036900,1.23E+11,992765.16,1.20E+13,97397797.98,787.812624,0.253,-0.17040363,-0.232934119,0.069871664,-0.260866363,0.045779366,-0.082279889,0.620176893,-0.130174369,-0.017212104,-0.371490261,2.085499329,train
1240,1.58,1938316,388200,131460.8532,2.96202,2.4964,3062539.28,613356,207708.1481,4.6799916,3.76E+12,7.52E+11,2.55E+11,5741330.758,1.51E+11,51033103212,1149856.164,17281955924,389389.6764,8.77356248,0.01,-0.136974736,-0.226511961,0.003086811,-0.261450394,-0.035314542,-0.094569643,0.593215577,-0.11045115,-0.011355603,-0.387219054,20.50235277,train
1785,0,3321486,148290,1449284.874,6.228,0,0,0,0,0,1.10E+13,4.93E+11,4.81E+12,20686214.81,21989924100,2.15E+11,923550.12,2.10E+12,9026146.195,38.787984,0,-0.147511116,-0.225640157,0.048514803,-0.258860517,0.019076892,-0.082096516,0.608100254,-0.125231571,-0.015155033,-0.38150482,0.868910729,train
1015,0,3377075,26043,2529475.861,8.96488,0,0,0,0,0,1.14E+13,87949164225,8.54E+12,30275072.13,678237849,65875139848,233472.3698,6.40E+12,22676447.56,80.36907341,0,-0.156286982,-0.226819818,0.073497098,-0.257995318,0.046107926,-0.076631278,0.616917304,-0.132419113,-0.017276731,-0.376617588,3.078258573,train
1324,16.699,2076217,12640,895192.1205,6.294727,278.856601,34670747.68,211075.36,14948813.22,105.1156462,4.31E+12,26243382880,1.86E+12,13069219.21,159769600,11315228403,79565.34928,8.01E+11,5634990.011,39.623588,3.9,-0.151472309,-0.221913634,0.07853711,-0.25625951,0.052517914,-0.073345605,0.61619015,-0.134517147,-0.017545582,-0.37892136,7.206121958,train
1283,22,4609400,107120,3713488.317,40.11158,484,101406800,2356640,81696742.97,882.45476,2.12E+13,4.94E+11,1.71E+13,184890316.9,11474694400,3.98E+11,4296752.45,1.38E+13,148953883.7,1608.93885,15,-0.170010424,-0.236258083,0.057771169,-0.263163799,0.032565228,-0.086071427,0.617710727,-0.126720728,-0.016335346,-0.37194721,-2.379569469,train
1604,1251.656,56207649,963410,11757768.62,205.58929,1566642.742,70352641117,1205857907,14716681640,257327.0684,3.16E+15,5.42E+13,6.61E+14,11555690650,9.28E+11,1.13E+13,198066777.9,1.38E+14,2417271303,42266.95616,722.37,-0.197051889,-0.344753042,-0.071477932,-0.380938217,-0.085208995,-0.129930332,0.620927638,-0.117182903,-0.012039051,-0.366570609,182.5975001,train
900,969,8882800,6233,5460867.541,56.339606,938961,8607433200,6039777,5291580647,54593.07821,7.89E+13,55366492400,4.85E+13,500453452.2,38850289,34037587383,351164.7642,2.98E+13,307663125.7,3174.151204,101,-0.132690649,-0.284647937,0.129467633,-0.32318796,0.100732391,-0.044354094,0.645665534,-0.177625023,-0.025707889,-0.377761588,214.0052074,train
967,31.932,50221146,276300,5757708.868,8.501,1019.652624,1603661634,8822811.6,183855159.6,271.453932,2.52E+15,1.39E+13,2.89E+14,426929962.1,76341690000,1.59E+12,2348826.3,3.32E+13,48946283.09,72.267001,7.147,-0.18199338,-0.255081124,-0.003118013,-0.284275257,-0.020666185,-0.10865657,0.609124649,-0.111397265,-0.012368654,-0.372029266,9.877690538,train
937,0,5580241,10370,2086222.816,8.1247,0,0,0,0,0,3.11E+13,57867099170,1.16E+13,45337784.05,107536900,21634130602,84253.139,4.35E+12,16949934.51,66.01075009,0,-0.157860895,-0.22579268,0.075874541,-0.257766767,0.050105456,-0.076312286,0.617631494,-0.133069128,-0.017454673,-0.37630467,4.898974715,train
95,0,100830,20,31159.68709,0.79422,0,0,0,0,0,10166688900,2016600,3141831249,80081.2026,400,623193.7418,15.8844,970926099.5,24747.64668,0.630785408,0,-0.147560376,-0.217225671,0.08138472,-0.253201678,0.055296613,-0.071293651,0.614937167,-0.135097751,-0.017576041,-0.380633127,5.731324193,train
1201,6.7,29126323,303700,3036742.554,14.35086,44.89,195146364.1,2034790,20346175.11,96.150762,8.48E+14,8.85E+12,8.84E+13,417987783.7,92233690000,9.22E+11,4358356.182,9.22E+12,43579867.25,205.9471827,0.3,-0.167643808,-0.24132804,0.003557088,-0.272784067,-0.02042258,-0.102941613,0.603991851,-0.111290632,-0.012189449,-0.376979166,3.787705777,train
971,0,2200498,1500,422676.9483,34.24264,0,0,0,0,0,4.84E+12,3300747000,9.30E+11,75350860.83,2250000,634015422.4,51363.96,1.79E+11,14473574.58,1172.558394,0,-0.16799975,-0.222598738,0.081267674,-0.254779452,0.060810222,-0.077925222,0.620087281,-0.132826921,-0.017752114,-0.37335573,1.77487813,train
1347,0,2657162,14650,547675.3651,10.37698,0,0,0,0,0,7.06E+12,38927423300,1.46E+12,27573316.93,214622500,8023444099,152022.757,3.00E+11,5683216.31,107.6817139,0,-0.154644459,-0.220764148,0.077190588,-0.255017136,0.052643002,-0.074908882,0.616061414,-0.133261763,-0.017365094,-0.378175498,3.50613575,train
969,0,2136991,1510,438275.0525,30.18028,0,0,0,0,0,4.57E+12,3226856410,9.37E+11,64494986.74,2280100,661795329.3,45572.2228,1.92E+11,13227263.8,910.8493009,0,-0.165739847,-0.222193652,0.081119564,-0.254729898,0.059957823,-0.07724154,0.619527574,-0.133055291,-0.017727235,-0.374140414,2.007426441,train
792,0,10129552,58650,5291235.307,34.92322,0,0,0,0,0,1.03E+14,5.94E+11,5.36E+13,353756573,3439822500,3.10E+11,2048246.853,2.80E+13,184786974.7,1219.631295,0,-0.177110522,-0.240108391,0.062926967,-0.264518027,0.038254808,-0.086633226,0.621409628,-0.127861912,-0.016904101,-0.368539851,1.341789727,train
1691,0,64995303,195550,27345876.7,110.322093,0,0,0,0,0,4.22E+15,1.27E+13,1.78E+15,7170417862,38239802500,5.35E+12,21573485.29,7.48E+14,3016854352,12170.9642,0,-0.268980649,-0.329781164,-0.007091664,-0.313925164,-0.020697179,-0.135729774,0.64330855,-0.107647502,-0.014728531,-0.330145298,72.84295046,train
303,1035.57,7025037,50300,5024413.42,33.273746,1072405.225,7274917566,52089171,5203131805,34457.29315,4.94E+13,3.53E+11,3.53E+13,233749296.8,2530090000,2.53E+11,1673669.424,2.52E+13,167181055.9,1107.142173,-2.891,-0.109970012,-0.284078231,0.123501059,-0.326501104,0.090146675,-0.038344747,0.64029567,-0.180096605,-0.025310838,-0.386055432,202.2629131,train
1162,16,107560155,1065700,26664625.01,196.40852,256,1720962480,17051200,426634000.2,3142.53632,1.16E+16,1.15E+14,2.87E+15,21125730855,1.14E+12,2.84E+13,209312559.8,7.11E+14,5237159535,38576.30673,0,-0.329471959,-0.352365924,-0.195084006,-0.351916633,-0.197091466,-0.217410544,0.610223536,-0.04191163,-0.000545864,-0.323632872,-21.13318787,train
627,10,1317384,10020,909599.9203,8.74744,100,13173840,100200,9095999.203,87.4744,1.74E+12,13200187680,1.20E+12,11523737.5,100400400,9114191201,87649.3488,8.27E+11,7956670.727,76.51770655,5,-0.152819949,-0.221646272,0.079188456,-0.255616322,0.053364059,-0.073631373,0.616506376,-0.134321452,-0.017571286,-0.378398293,5.558269133,train
870,0,4273591,42600,2497537.059,25.08454,0,0,0,0,0,1.83E+13,1.82E+11,1.07E+13,107201064.4,1814760000,1.06E+11,1068601.404,6.24E+12,62649568.26,629.234147,0,-0.164832898,-0.2289686,0.070212048,-0.258729013,0.045537716,-0.080454762,0.618173815,-0.130422457,-0.017077914,-0.373877426,0.043268525,train
672,7,61357432,297133,30953160.74,420.4527,49,429502024,2079931,216672125.2,2943.1689,3.76E+15,1.82E+13,1.90E+15,25797897949,88288019689,9.20E+12,124930372.1,9.58E+14,13014340007,176780.4729,0,-0.41380573,-0.362051136,-0.018655953,-0.321845931,0.024082861,-0.183535214,0.673260913,-0.089682313,-0.014931573,-0.279740267,337.3547464,train
1309,0,2034882,12420,496690.6683,5.29284,0,0,0,0,0,4.14E+12,25273234440,1.01E+12,10770304.84,154256400,6168898100,65737.0728,2.47E+11,2628904.237,28.01415527,0,-0.15143041,-0.219850873,0.077785076,-0.254661382,0.052287986,-0.073685087,0.615382013,-0.133774085,-0.017380589,-0.379268506,4.442449524,train
605,120.523,6420740,14791.2,1885895.205,6.218,14525.79353,773846847,1782679.798,227293747.8,749.412014,4.12E+13,94970449488,1.21E+13,39924161.32,218779597.4,27894653156,91971.6816,3.56E+12,11726496.38,38.663524,77.173,-0.149438541,-0.230865493,0.081344044,-0.265378163,0.054682734,-0.070996254,0.619360342,-0.138869868,-0.018313312,-0.37874533,27.26081052,train
1025,68,2932367,29524,2064404.311,9.90334,4624,199400956,2007632,140379493.1,673.42712,8.60E+12,86575203308,6.05E+12,29040227.41,871666576,60949472878,292386.2102,4.26E+12,20444497.79,98.07614316,1,-0.151432969,-0.228623151,0.077076505,-0.261609375,0.049603507,-0.073461085,0.617724085,-0.135697329,-0.017757323,-0.378180508,15.04663566,train
