,code,Country,PV_cum_capacity MW last year,PV_added_capacity_MW,total_population,agri_land_area,tertiary,electricity net consumption (billion kWh),Code,PV_capacity_additions_MW,Predicted_PV_capacity_additions_MW,set,residual
1437,PRT,Portugal,1,0,10362722,38538.2,5247402.48,40.25568,109,,,,
1438,PRT,Portugal,1,0,10419631,38777.2,5513097.497,41.61664,109,0,40.10112806,test,-40.10112806
1439,PRT,Portugal,1,1,10458821,38136.8,5736543.068,43.4106,109,,,,
1440,PRT,Portugal,2,0,10483861,38696.1,5834552.755,45.0873,109,0,54.57146558,test,-54.57146558
1441,PRT,Portugal,2,0,10503330,38238.9,5822180.56,46.31462,109,,,,
1442,PRT,Portugal,2,1,10522288,37576.6,5829128.552,48.03012,109,,,,
1443,PRT,Portugal,3,21,10542964,36609.2,6093278.502,49.09648,109,,,,
1444,PRT,Portugal,24,35,10558177,37258.6,6504987.966,48.67642,109,35,85.95528135,test,-50.95528135
1445,PRT,Portugal,59,56,10568247,36955.8,6620119.984,48.32542,109,,,,
1446,PRT,Portugal,115,19,10573100,36541.7,6936170.431,50.22252,109,,,,
1447,PRT,Portugal,134,38,10557560,36493.6,7224428.796,48.68112,109,,,,
1448,PRT,Portugal,172,66,10514844,36644.1,7203750.333,46.87618,109,,,,
1449,PRT,Portugal,238,58,10457295,37011,6916114.177,46.20616,109,,,,
1450,PRT,Portugal,296,119,10401062,36638.8,6813066.986,46.10142,109,119,136.7187467,test,-17.71874671
1451,PRT,Portugal,415,32,10358076,36387.8,6396767.449,46.68194,109,,,,
1452,PRT,Portugal,447,65.824,10325452,36190.3,6531431.734,47.11728,109,,,,
1453,PRT,Portugal,512.824,66.412,10300300,35878.014,6585580.247,47.22754,109,66.412,160.9352235,test,-94.52322353
1454,PRT,Portugal,579.236,88.195,10283822,35739.9,6752630.94,48.53466,109,,,,
1455,PRI,Puerto Rico,0,0,3782995,1890,2813041.166,20.505,108,,,,
1456,PRI,Puerto Rico,0,0,3760866,1907,3036508.208,18.101,108,,,,
1457,PRI,Puerto Rico,0,3.8,3740410,1923,3150093.159,17.6518,108,,,,
1458,PRI,Puerto Rico,3.8,0,3721525,1939,3330692.189,17.3738,108,0,-7.892136545,test,7.892136545
1459,PRI,Puerto Rico,3.8,0,3678732,1955,3299951.036,16.6428,108,,,,
1460,PRI,Puerto Rico,3.8,3.12,3634488,1968,3324510.861,17.705,108,,,,
1461,PRI,Puerto Rico,6.92,51,3593077,1922,3308077.999,17.458,108,,,,
1462,PRI,Puerto Rico,57.92,14.93,3534874,1876,3293213.075,17.347,108,,,,
1463,PRI,Puerto Rico,72.85,15.55,3473232,1830,3336658.716,17.197061,108,,,,
1464,PRI,Puerto Rico,88.4,45,3406672,1784,3321479.729,17.900066,108,,,,
1465,QAT,Qatar,0,0,615013,663,123286.7935,8.66,111,,,,
1466,QAT,Qatar,0,0,640872,645,108378.1895,9.52,111,,,,
1467,QAT,Qatar,0,0,681791,646,105461.0667,10.454,111,,,,
1468,QAT,Qatar,0,0,753332,646,131542.0195,11.523,111,,,,
1469,QAT,Qatar,0,0,865410,642,150720.238,12.513,111,0,-116.3548538,test,116.3548538
1470,QAT,Qatar,0,0,1022704,656,177302.4072,14.841,111,,,,
1471,QAT,Qatar,0,0,1218441,656,145400.4642,16.906,111,0,-115.8588837,test,115.8588837
1472,QAT,Qatar,0,0,1436670,670.6,148505.1237,18.789,111,,,,
1473,QAT,Qatar,0,0,1654944,651,154151.0822,21.192,111,,,,
1474,QAT,Qatar,0,0,1856329,665,173770.3923,24.68836,111,,,,
1475,QAT,Qatar,0,0.667,2035862,650.3,225409.2141,26.9722,111,,,,
1476,QAT,Qatar,0.667,0,2196078,665.2,239877.8167,30.53278,111,,,,
1477,QAT,Qatar,0.667,1.62,2336579,685,280238.7777,30.432671,111,,,,
1478,QAT,Qatar,2.287,1.68,2459202,676,333970.4415,34.035986,111,,,,
1479,QAT,Qatar,3.967,0,2565708,678,377192.177,36.540566,111,,,,
1480,QAT,Qatar,3.967,1.133,2654379,670,415218.1439,37.244944,111,,,,
1481,QAT,Qatar,5.1,0,2724727,670,453049.3711,40.135064,111,,,,
1482,QAT,Qatar,5.1,0,2781682,670,497084.3684,43.260584,111,0,-93.86943865,test,93.86943865
1483,RWA,Rwanda,0,0,8231150,17490,140323.8218,0.2058625,112,0,-175.2914037,test,175.2914037
1484,RWA,Rwanda,0,0,8427061,18310,167434.7511,0.220709375,112,,,,
1485,RWA,Rwanda,0,0,8557160,18040,206044.4363,0.2296,112,,,,
1486,RWA,Rwanda,0,0,8680516,18158.8,247491.0582,0.19956,112,,,,
1487,RWA,Rwanda,0,0,8840220,17829,267307.0433,0.19309,112,,,,
1488,RWA,Rwanda,0,0,9043342,18029.5,352725.5989,0.21173,112,,,,
1489,RWA,Rwanda,0,0.25,9273759,18048.8,376912.464,0.230056,112,0.25,-172.7665264,test,173.0165264
1490,RWA,Rwanda,0.25,0.006,9524532,18074.4,416738.287,0.253306,112,,,,
1491,RWA,Rwanda,0.256,0,9782770,18088.7,515551.9771,0.282386,112,,,,
1492,RWA,Rwanda,0.256,0,10039338,18039.2,595322.721,0.332766,112,,,,
1493,RWA,Rwanda,0.256,0.056,10293333,18164.4,718352.1357,0.370246,112,,,,
1494,RWA,Rwanda,0.312,0.157,10549668,18157.3,715895.2151,0.39974,112,,,,
1495,RWA,Rwanda,0.469,0.479,10811538,18425,794510.7459,0.44041,112,0.479,-166.0834811,test,166.5624811
1496,RWA,Rwanda,0.948,9.043,11083629,18095,818645.6814,0.52872,112,,,,
1497,RWA,Rwanda,9.991,3.976,11369066,18117,865339.4118,0.62597,112,,,,
1498,RWA,Rwanda,13.967,5.224,11668829,18117,894686.4334,0.75517,112,,,,
1499,RWA,Rwanda,19.191,8.059,11980960,18117,883467.601,0.85345,112,,,,
1500,RWA,Rwanda,27.25,3.72,12301969,18117,827395.9807,0.83095,112,,,,
1501,WSM,Samoa,7.234,6.29,195358,757,26734.27362,0.11177,139,,,,
1502,WSM,Samoa,13.524,0,196128,757,28717.15941,0.117494,139,,,,
1503,SAU,Saudi Arabia,0.35,0,21202646,1737910,5052100.786,118.078,113,0,-468.8003018,test,468.8003018
1504,SAU,Saudi Arabia,0.35,0,21805322,1737930,5118280.375,123.404,113,,,,
1505,SAU,Saudi Arabia,0.35,0,22456645,1737980,6043862.26,136.818,113,,,,
1506,SAU,Saudi Arabia,0.35,0,23132686,1737090,6641308.342,137.355,113,,,,
1507,SAU,Saudi Arabia,0.35,0,23816175,1737170,7035948.355,146.978,113,,,,
1508,SAU,Saudi Arabia,0.35,0,24498313,1736740,7430592.976,156.75,113,,,,
1509,SAU,Saudi Arabia,0.35,0,25184589,1736750,7658900.555,163.413,113,0,-362.6373307,test,362.6373307
1510,SAU,Saudi Arabia,0.35,0,25888535,1735720,7974215.202,174.236,113,,,,
1511,SAU,Saudi Arabia,0.35,0,26630303,1734350,8404654.022,186.092,113,0,-327.1896122,test,327.1896122
1512,SAU,Saudi Arabia,0.35,2,27421468,1734060,10043598.02,204.27498,113,,,,
1513,SAU,Saudi Arabia,2.35,0.5,28267591,1733880,11424530.48,211.56438,113,,,,
1514,SAU,Saudi Arabia,2.85,10.7,29154906,1733450,13608192.29,247.61072,113,,,,
1515,SAU,Saudi Arabia,13.55,8.9,30052058,1732950,15698032.01,264.01386,113,,,,
1516,SAU,Saudi Arabia,22.45,1.814,30916603,1735753,18023368.59,295.12904,113,,,,
1517,SAU,Saudi Arabia,24.264,0,31717676,1736354,19365655.5,312.21906,113,,,,
1518,SAU,Saudi Arabia,24.264,0,32443443,1736190,21845957.89,319.40616,113,,,,
1519,SAU,Saudi Arabia,24.264,10.124,33101183,1736292,23070967.95,323.19122,113,,,,
1520,SAU,Saudi Arabia,34.388,0,33702757,1736290,22931317.6,330.57066,113,0,289.5173244,test,-289.5173244
1521,SEN,Senegal,1.42,0.14,10810086,86870,533910.1616,1.248,115,,,,
1522,SEN,Senegal,1.56,0.14,11090123,87760,601327.5613,1.508,115,,,,
1523,SEN,Senegal,1.7,0.14,11382272,84880,635184.284,1.658,115,,,,
1524,SEN,Senegal,1.84,0.16,11687078,85030,727173.5183,1.96248,115,,,,
1525,SEN,Senegal,2,0.26,12004700,92750,940209.2795,1.737,115,,,,
1526,SEN,Senegal,2.26,0.31,12335092,94880,979175.6265,2.41186,115,0.31,-188.1997324,test,188.5097324
1527,SEN,Senegal,2.57,0.72,12678143,94580,962449.8358,2.57358,115,,,,
1528,SEN,Senegal,3.29,1.5,13033814,89650,1299808.89,2.64434,115,,,,
1529,SEN,Senegal,4.79,1.11,13401990,89650,1350478.355,2.87648,115,,,,
1530,SEN,Senegal,5.9,1.1,13782429,88680,1427023.116,3.02144,115,,,,
1531,SEN,Senegal,7,2,14174740,88720,1518293.233,3.37056,115,,,,
1532,SEN,Senegal,9,0,14578450,88730,1567495.361,3.59264,115,,,,
1533,SEN,Senegal,9,33,14993514,88780,1635402.566,3.85714,115,33,-175.7257737,test,208.7257737
1534,SEN,Senegal,42,65,15419354,88780,1775231.773,4.126364,115,,,,
1535,SEN,Senegal,107,41,15854324,88780,2023422.434,4.335971,115,,,,
1536,SRB,Serbia,0.673,0.253,7411569,35370,3470065.483,28.068,119,,,,
1537,SRB,Serbia,0.926,0,7381579,35729,3542641.212,28.72022,119,,,,
1538,SRB,Serbia,0.926,1.4,7350222,36036,3577013.362,28.93598,119,,,,
1539,SRB,Serbia,2.326,0.68,7320807,35180,3649398.161,28.28732,119,,,,
1540,SRB,Serbia,3.006,0.298,7291436,35216,3578835.241,29.08208,119,,,,
1541,SRB,Serbia,3.304,0.364,7234099,35282,3732344.332,29.76958,119,,,,
1542,SRB,Serbia,3.668,3.4,7199077,34626,3851508.392,29.00026,119,,,,
1543,SRB,Serbia,7.068,2.654,7164132,34912,4039200.555,28.99282,119,,,,
1544,SRB,Serbia,9.722,3.706,7130576,35064,4139653.743,28.10828,119,,,,
1545,SRB,Serbia,13.428,2.404,7095383,34810,4135734.791,29.37238,119,,,,
1546,SRB,Serbia,15.832,1.409,7058322,34560,4385827.46,29.81024,119,,,,
1547,SRB,Serbia,17.241,1.147,7020858,34190,4667939.612,30.40482,119,,,,
1548,SRB,Serbia,18.388,2.378,6982604,34640,4689423.342,30.292477,119,2.378,25.83545585,test,-23.45745585
1549,SYC,Seychelles,0,0,87441,15,2203.513183,0.35061,125,,,,
1550,SYC,Seychelles,0,0,88303,15,1179.101089,0.3627,125,,,,
1551,SYC,Seychelles,0,0.278,89949,15.5,2875.471612,0.38037,125,,,,
1552,SYC,Seychelles,0.278,0.681,91359,15.5,5944.675212,0.38992,125,,,,
1553,SYC,Seychelles,0.959,0.455,93419,15.5,13434.57708,0.405052,125,,,,
1554,SYC,Seychelles,1.414,0.532,94677,15.5,17297.53529,0.43054,125,,,,
1555,SYC,Seychelles,1.946,0.698,95843,15.5,18902.99931,0.446402,125,,,,
1556,SYC,Seychelles,2.644,1.054,96762,15.5,16526.80372,0.45158,125,1.054,-124.1604161,test,125.2144161
1557,SLE,Sierra Leone,0,0,4754069,30015.2,95860.57595,0.12183,117,,,,
1558,SLE,Sierra Leone,0,0,4965770,32300.8,97268.51209,0.13764,117,,,,
1559,SGP,Singapore,45.7,50.9,5607283,6.6,4706808.246,47.68766,116,,,,
1560,SGP,Singapore,96.6,19.3,5612253,6.6,4758792.507,48.69516,116,,,,
1561,SGP,Singapore,115.9,43.6,5638676,6.6,5012019.02,49.48644,116,,,,
1562,SVK,Slovakia,0,0,5378867,22550,1617083.756,25.29724,121,,,,
1563,SVK,Slovakia,0,0,5376912,22370,1724927.416,25.40422,121,0,-81.13518714,test,81.13518714
1564,SVK,Slovakia,0,0,5373374,22360,1820957.909,25.22378,121,0,-77.52114461,test,77.52114461
1565,SVK,Slovakia,0,0,5372280,19340,1933024.81,25.77062,121,,,,
1566,SVK,Slovakia,0,0,5372807,19410,2168112.413,24.3767,121,,,,
1567,SVK,Slovakia,0,0,5373054,19390,2405946.728,25.48634,121,,,,
1568,SVK,Slovakia,0,0,5374622,19300,2697397.642,26.432,121,0,-42.03365499,test,42.03365499
1569,SVK,Slovakia,0,0,5379233,19370,2891405.044,26.46278,121,,,,
1570,SVK,Slovakia,0,0,5386406,19300,3018908.745,24.89688,121,0,-30.70364151,test,30.70364151
1571,SVK,Slovakia,0,19,5391428,19447,3076711.687,25.98484,121,,,,
1572,SVK,Slovakia,19,477,5398384,19297,3036454.879,26.25956,121,477,-26.44779626,test,503.4477963
1573,SVK,Slovakia,496,17,5407579,19274,3035815.436,25.4901,121,,,,
1574,SVK,Slovakia,513,20,5413393,18934,2942749.172,25.04303,121,20,40.72697105,test,-20.72697105
1575,SVK,Slovakia,533,0,5418649,18894,2854803.311,25.65038,121,,,,
1576,SVK,Slovakia,533,0,5423801,18886,2749869.838,25.9728,121,,,,
1577,SVK,Slovakia,533,0,5430798,18860,2595699.94,26.63528,121,,,,
1578,SVK,Slovakia,533,-5,5439232,18790,2536552.761,27.67824,121,,,,
1579,SVK,Slovakia,528,-56,5446771,18890,2471049.098,27.522,121,,,,
1580,SVN,Slovenia,1,0,1992060,5100,1204055.826,11.35354,122,,,,
1581,SVN,Slovenia,1,0,1994530,5050,1322170.608,12.12664,122,0,-79.46750274,test,79.46750274
1582,SVN,Slovenia,1,0,1995733,5100,1376817.632,12.51132,122,,,,
1583,SVN,Slovenia,1,0,1997012,4920,1445219.051,12.99748,122,0,-74.12086936,test,74.12086936
1584,SVN,Slovenia,1,0,2000474,5090,1585326.653,13.19488,122,,,,
1585,SVN,Slovenia,1,0,2006868,4910,1657241.162,13.65646,122,,,,
1586,SVN,Slovenia,1,0,2018122,4980,1706803.678,13.7473532,122,,,,
1587,SVN,Slovenia,1,0,2021316,6185.6,1728537.464,13.2981,122,,,,
1588,SVN,Slovenia,1,3,2039669,6251.2,1763139.419,11.777545,122,,,,
1589,SVN,Slovenia,4,8,2048583,6238.6,1826377.107,12.40036,122,,,,
1590,SVN,Slovenia,12,45,2052843,6206.1,1765805.205,12.95228,122,,,,
1591,SVN,Slovenia,57,85,2057159,6117.9,1790097.787,12.8869,122,,,,
1592,SVN,Slovenia,142,45,2059953,6102.1,1756894.013,12.91895,122,,,,
1593,SVN,Slovenia,187,36,2061980,6148.4,1695589.506,12.8695,122,,,,
1594,SVN,Slovenia,223,15,2063531,6164.9,1656210.334,13.18564,122,,,,
1595,SVN,Slovenia,238,-5,2065042,6174.8,1607616.26,13.40154,122,,,,
1596,SVN,Slovenia,233,13.8,2066388,6150.4,1623953.601,13.8574,122,13.8,-33.80630858,test,47.60630858
1597,SVN,Slovenia,246.8,0,2073894,6120,1599244.39,14.032166,122,,,,
1598,ZAF,South Africa,0,1.959,51216967,968910,9404782.578,215.04142,141,1.959,-208.3773721,test,210.3363721
1599,ZAF,South Africa,1.959,3.699,52003759,963740,10196907.87,218.38128,141,,,,
1600,ZAF,South Africa,5.658,5.645,52832659,963410,10114104.39,212.61204,141,,,,
1601,ZAF,South Africa,11.303,250.322,53687125,963410,10700107.34,211.49578,141,,,,
1602,ZAF,South Africa,261.625,801.276,54544184,963410,10804788.5,211.88495,141,,,,
1603,ZAF,South Africa,1062.901,188.755,55386369,963410,12329520.34,209.50804,141,188.755,30.60109136,test,158.1539086
1604,ZAF,South Africa,1251.656,722.37,56207649,963410,11757768.62,205.58929,141,,,,
1605,ZAF,South Africa,1974.026,1172.704,57009751,963410,12750817.86,207.18928,141,,,,
1606,ZAF,South Africa,3146.73,1254.199,57792520,963410,13755752.49,205.80652,141,,,,
1607,ESP,Spain,10,3,40850412,295200,24421899.83,206.60256,41,3,619.8784763,test,-616.8784763
1608,ESP,Spain,13,4,41431558,294190,25516855.81,212.10284,41,,,,
1609,ESP,Spain,17,5,42187645,291530,26986407.05,222.9205,41,,,,
1610,ESP,Spain,22,11,42921895,290710,28367216.37,235.22968,41,,,,
1611,ESP,Spain,33,19,43653155,291640,29314556.33,246.12476,41,,,,
1612,ESP,Spain,52,78,44397319,286130,30427477.26,251.89051,41,,,,
1613,ESP,Spain,130,364,45226803,280040,31094262.09,255.56599,41,364,904.2782427,test,-540.2782427
1614,ESP,Spain,494,2890,45954106,281420,32050885.32,259.09454,41,2890,991.394119,test,1898.605881
1615,ESP,Spain,3384,39,46362946,279700,33188603.2,246.05938,41,39,1443.475216,test,-1404.475216
1616,ESP,Spain,3423,450,46576897,275450,35356964.86,249.54016,41,,,,
1617,ESP,Spain,3873,410,46742697,270140,37411906.5,246.49356,41,,,,
1618,ESP,Spain,4283,286,46773055,269420,38480347.79,243.5198,41,,,,
1619,ESP,Spain,4569,121,46620045,267332,39032930.74,236.45835,41,121,1836.406593,test,-1715.406593
1620,ESP,Spain,4690,7,46480882,265780,39716181.7,234.25266,41,,,,
1621,ESP,Spain,4697,7,46444832,265765,39762246.59,238.9751,41,,,,
1622,ESP,Spain,4704,9,46484062,262657,40216189.55,240.72036,41,,,,
1623,ESP,Spain,4713,10,46593236,262955.3,41399493.61,246.55088,41,,,,
1624,ESP,Spain,4723,40.622,46797754,261833.239,42638637.18,247.02392,41,,,,
1625,LKA,Sri Lanka,6.275,0.681,20261738,26200,3309981.957,8.95416,75,0.681,-123.317086,test,123.998086
1626,LKA,Sri Lanka,6.956,2.624,20398496,27300,3104604.262,9.78124,75,,,,
1627,LKA,Sri Lanka,9.58,0.083,20425000,26900,3498549.103,10.16774,75,,,,
1628,LKA,Sri Lanka,9.663,3.36,20585000,27400,3889756.108,10.46356,75,,,,
1629,LKA,Sri Lanka,13.023,6.617,20778000,27400,3998859.038,10.53444,75,,,,
1630,LKA,Sri Lanka,19.64,11.514,20970000,27400,4143330.074,11.78948,75,,,,
1631,LKA,Sri Lanka,31.154,31.385,21203000,27500,3994244.457,12.66762,75,,,,
1632,LKA,Sri Lanka,62.539,68.283,21444000,27602,4066033.338,13.88934,75,68.283,-90.44383366,test,158.7268337
1633,LKA,Sri Lanka,130.822,54.146,21670000,28116,4253872.898,13.43771,75,54.146,-75.13920523,test,129.2852052
1634,SDN,Sudan,2.27,1.236,35349676,682113.6,5484343.232,6.65872,114,,,,
1635,SDN,Sudan,3.506,4.535,36193781,682071.6,5691312.73,7.53598,114,,,,
1636,SDN,Sudan,8.041,0,37072555,681945.6,6552396.33,8.51986,114,,,,
1637,SDN,Sudan,8.041,0,37977657,681861.6,6419872.544,7.81022,114,,,,
1638,SDN,Sudan,8.041,3.101,38902948,681861.6,6581993.725,8.76438,114,,,,
1639,SUR,Suriname,0,0,482228,740,60574.87511,1.339,120,,,,
1640,SWE,Sweden,3,0,8895960,31540,6250859.584,137.73874,123,,,,
1641,SWE,Sweden,3,0,8924958,31700,6718937.744,135.6542,123,,,,
1642,SWE,Sweden,3,1,8958229,31630,7293768.701,133.07658,123,,,,
1643,SWE,Sweden,4,0,8993531,31840,7533091.542,135.39929,123,,,,
1644,SWE,Sweden,4,0,9029572,32160,7400081.185,135.47929,123,,,,
1645,SWE,Sweden,4,1,9080505,31630,7203092.301,135.60441,123,1,178.0713419,test,-177.0713419
1646,SWE,Sweden,5,1,9148092,31370,6846167.895,135.91644,123,1,164.2923164,test,-163.2923164
1647,SWE,Sweden,6,2,9219637,30930,6521691.062,133.41721,123,2,149.9384391,test,-147.9384391
1648,SWE,Sweden,8,1,9298515,30790,6578063.012,128.31026,123,,,,
1649,SWE,Sweden,9,2,9378126,30850,6909157.174,137.23799,123,,,,
1650,SWE,Sweden,11,1,9449213,30660,6881427.288,129.40155,123,,,,
1651,SWE,Sweden,12,12,9519374,30486,6551009.466,132.50908,123,,,,
1652,SWE,Sweden,24,19,9600379,30479,6069086.883,129.52182,123,,,,
1653,SWE,Sweden,43,17,9696110,30327,6029098.558,127.29834,123,17,129.4553784,test,-112.4553784
1654,SWE,Sweden,60,44,9799186,30398,6103175.897,129.75472,123,,,,
1655,SWE,Sweden,104,49,9923085,30315,6305923.982,132.58468,123,,,,
1656,SWE,Sweden,153,91,10057698,30210,6737475.187,132.4946,123,,,,
1657,SWE,Sweden,244,184,10175214,30090,7373078.746,130.33666,123,,,,
1658,CHE,Switzerland,16,2,7229854,15626,2875477.896,54.31242,24,,,,
1659,CHE,Switzerland,18,2,7284753,15595,2982854.917,54.08398,24,2,-20.99123135,test,22.99123135
1660,CHE,Switzerland,20,2,7339001,15562,3232071.751,55.4578,24,,,,
1661,CHE,Switzerland,22,2,7389625,15532,3369726.675,56.44618,24,,,,
1662,CHE,Switzerland,24,4,7437115,15500,3406507.283,57.52657,24,,,,
1663,CHE,Switzerland,28,2,7483934,15468,3482858.225,58.03383,24,,,,
1664,CHE,Switzerland,30,7,7551117,15435,3567338.776,57.69504,24,,,,
1665,CHE,Switzerland,37,12,7647675,15406,3734610.444,58.99686,24,,,,
1666,CHE,Switzerland,49,30,7743831,15375,3883383.367,57.7619,24,,,,
1667,CHE,Switzerland,79,46,7824909,15346,4142329.112,60.0512,24,,,,
1668,CHE,Switzerland,125,98,7912398,15316,4311032.068,58.85917,24,,,,
1669,CHE,Switzerland,223,214,7996861,15287,4439894.786,59.20928,24,214,64.02571983,test,149.9742802
1670,CHE,Switzerland,437,319,8089346,15248.795,4551887.066,59.45912,24,,,,
1671,CHE,Switzerland,756,305,8188649,15219.027,4686340.982,57.72572,24,,,,
1672,CHE,Switzerland,1061,333,8282396,15189.336,4779551.387,58.4591,24,333,196.3394532,test,136.6605468
1673,CHE,Switzerland,1394,270,8373338,15159.731,4860467.43,58.46848,24,270,247.1701763,test,22.82982374
1674,CHE,Switzerland,1664,242,8451840,15129.99,5034168.469,58.7544,24,,,,
1675,CHE,Switzerland,1906,267,8514329,15100.756,5225877.943,57.9043,24,,,,
1676,TZA,Tanzania,0,0,34385849,341000,242440.8687,2.07,132,0,-422.7914885,test,422.7914885
1677,TZA,Tanzania,0,0,35334790,342000,260717.7516,2.213,132,0,-428.1603365,test,428.1603365
1678,TZA,Tanzania,0,0,36337778,342700,343580.9527,2,132,0,-431.5215431,test,431.5215431
1679,TZA,Tanzania,0,0,37379766,351600,476221.9355,2.35,132,0,-435.1213148,test,435.1213148
1680,TZA,Tanzania,0,0,38450323,353600,572329.2071,2.52,132,,,,
1681,TZA,Tanzania,0,0,40681416,356500,614142.9196,3.264,132,0,-451.0530082,test,451.0530082
1682,TZA,Tanzania,0,0.031,44346532,374500,952585.7117,4.15612,132,,,,
1683,TZA,Tanzania,0.303,0.861,47053033,393739.94,1865902.101,4.4332,132,0.861,-451.846197,test,452.707197
1684,TZA,Tanzania,1.164,2.51,48483132,396500,1782143.007,4.63972,132,,,,
1685,TZA,Tanzania,3.674,7.514,49960563,396500,2422602.697,4.94066,132,,,,
1686,TZA,Tanzania,11.188,1.607,51482638,396500,2064536.14,5.4269,132,1.607,-470.2066132,test,471.8136132
1687,TZA,Tanzania,12.795,5.729,53049231,396500,2159406.078,5.78812,132,,,,
1688,THA,Thailand,0,0,63539190,198280,24825466.67,89.09353743,128,,,,
1689,THA,Thailand,0,0,64069093,196890,25624511.27,96.32064028,128,,,,
1690,THA,Thailand,0,0,64549867,195540,26433151.33,102.7065961,128,,,,
1691,THA,Thailand,0,0,64995303,195550,27345876.7,110.322093,128,,,,
1692,THA,Thailand,0,0,65416189,196100,29160541.91,116.2135986,128,,,,
1693,THA,Thailand,0,30.41,65812540,197000,29522077.35,122.7086255,128,30.41,632.556068,test,-602.146068
1694,THA,Thailand,30.41,1.84,66182064,198000,32452243.7,126.8546799,128,,,,
1695,THA,Thailand,32.25,0.1,66530980,200500,32381672.38,129.3424797,128,,,,
1696,THA,Thailand,32.35,4.65,66866834,208790,33034020.41,129.676589,128,,,,
1697,THA,Thailand,37,11.6,67195032,210600,33849323.07,146.2527521,128,,,,
1698,THA,Thailand,48.6,30.1,67518379,210600,35282201.01,145.9098494,128,30.1,862.9404088,test,-832.8404088
1699,THA,Thailand,78.7,298,67835969,218600,34378596.48,156.4966977,128,298,835.1841838,test,-537.1841838
1700,THA,Thailand,376.7,446.8,68144519,221100,33972339.65,161.1499692,128,,,,
1701,THA,Thailand,823.5,475,68438748,221100,34342605.73,162.3808143,128,475,941.1659638,test,-466.1659638
1702,THA,Thailand,1419.6,1026.5,68971313,221100,33993761.26,183.8827543,128,,,,
1703,TGO,Togo,0,0,5762881,32800,290026.7844,0.6158,127,,,,
1704,TGO,Togo,0,0,5920360,34950,338313.0409,0.59886,127,,,,
1705,TGO,Togo,0.045,0.079,6421674,36650,599523.6548,0.79138,127,,,,
1706,TGO,Togo,0.124,0.134,6595939,36650,672149.9341,0.88758,127,,,,
1707,TGO,Togo,0.258,0.095,6773807,38500,769693.4719,0.97668,127,,,,
1708,TGO,Togo,0.353,0.08,6954721,38200,804668.1626,0.57099,127,,,,
1709,TGO,Togo,0.433,0.389,7137997,38200,805515.8028,1.28752,127,,,,
1710,TGO,Togo,0.822,0.882,7323162,38200,846740.6063,0.77334,127,,,,
1711,TGO,Togo,1.704,0.441,7509952,38200,965796.3461,0.97844,127,,,,
1712,TGO,Togo,2.145,0.396,7698476,38200,1000027.389,1.33827,127,0.396,-143.5134404,test,143.9094404
1713,TGO,Togo,2.541,0.963,7889095,38200,1065954.811,1.25068,127,0.963,-142.1510741,test,143.1140741
1714,TON,Tonga,0.057,0,98482,300,4101.903463,0.033,129,0,-125.3812027,test,125.3812027
1715,TON,Tonga,0.057,0.027,99023,300,5521.215304,0.034,129,,,,
1716,TON,Tonga,0.084,0,99591,300,6328.649529,0.038,129,,,,
1717,TUN,Tunisia,0.837,0.134,9793915,94990,2124836.904,9.452,130,0.134,-123.7827913,test,123.9167913
1718,TUN,Tunisia,0.971,0.113,9871261,97630,2298460.036,9.818,130,,,,
1719,TUN,Tunisia,1.084,0.06,9945282,97840,2730447.384,10.267,130,0.06,-101.5590811,test,101.6190811
1720,TUN,Tunisia,1.144,0.04,10022278,98300,2996756.282,10.722,130,,,,
1721,TUN,Tunisia,1.184,0.01,10106778,98240,3210386.741,11.266,130,,,,
1722,TUN,Tunisia,1.194,0.012,10201211,98060,3308513.875,11.519,130,,,,
1723,TUN,Tunisia,1.206,0.01,10304729,98050,3366983.641,11.04312,130,0.01,-78.73912913,test,78.74912913
1724,TUN,Tunisia,1.216,0.1,10414425,98810,3514361.112,11.52436,130,,,,
1725,TUN,Tunisia,1.316,0.08,10525691,97890,3683976.191,12.50544,130,,,,
1726,TUN,Tunisia,1.396,0.417,10635245,100380,3766900.536,13.09958,130,,,,
1727,TUN,Tunisia,1.813,1.083,10741872,100720,3777953.884,13.05348,130,,,,
1728,TUN,Tunisia,2.896,2.675,10846993,99220,3891595.007,14.01578,130,,,,
1729,TUN,Tunisia,5.571,3.966,10952949,99430,3828821.209,14.3107,130,3.966,-62.526711,test,66.492711
1730,TUN,Tunisia,9.537,7.537,11063195,97610,3909092.492,14.9375,130,7.537,-58.61501126,test,66.15201126
1731,TUN,Tunisia,17.074,10.473,11179951,98340,3934352.121,15.08776,130,,,,
1732,TUN,Tunisia,27.547,13.452,11303942,97030,3709429.377,15.31688,130,,,,
1733,TUN,Tunisia,40.999,9.81,11433438,97430,3675779.399,15.63152,130,,,,
1734,TUN,Tunisia,50.809,12.94,11565203,97430,3671549.378,15.83773,130,12.94,-64.27891112,test,77.21891112
1735,TUR,Turkey,3420.7,1641.908,82340090,378020,93223038.57,259.718296,131,1641.908,3525.30496,test,-1883.39696
1736,GBR,UK,2,1,59119673,169530,35039326.11,338.5437,48,1,1037.41274,test,-1036.41274
1737,GBR,UK,3,1,59370479,169760,37147177.69,339.83164,48,,,,
1738,GBR,UK,4,2,59647577,169560,37022393.04,342.68598,48,,,,
1739,GBR,UK,6,2,59987905,170510,35603692.56,343.00738,48,2,1057.066267,test,-1055.066267
