,code,Country,PV_cum_capacity MW last year,PV_added_capacity_MW,total_population,agri_land_area,tertiary,electricity net consumption (billion kWh),Code,PV_capacity_additions_MW,Predicted_PV_capacity_additions_MW,set,residual
0,AFG,Afghanistan,0,0,23680871,379100,284724.586,0.97327,1,,,,
1,AFG,Afghanistan,0,0,24726689,379110,296564.4965,0.93142,1,,,,
2,AFG,Afghanistan,0,0.002,28394806,379100,1071898.267,2.027433,1,,,,
3,AFG,Afghanistan,0.102,0.018,30117411,379100,1090930.96,2.957989,1,,,,
4,AFG,Afghanistan,16.843,1.52,33370804,379100,2746644.246,4.78822,1,,,,
5,AFG,Afghanistan,22.023,-0.468,37171922,379190,3600628.651,6.07288,1,,,,
6,ALB,Albania,0,0.1,3060173,11390,486709.1841,3.54878,3,,,,
7,ALB,Albania,0.1,0.1,3051010,11400,497663.3598,4.54556,3,,,,
8,ALB,Albania,0.2,0,3039616,11210,506316.1295,4.11058,3,,,,
9,ALB,Albania,0.2,0,3026939,11220,602071.4853,4.0516,3,,,,
10,ALB,Albania,0.2,0,3011487,10770,698358.7393,3.7388,3,,,,
11,ALB,Albania,0.2,0,2992547,11200,797128.942,2.99142,3,,,,
12,ALB,Albania,0.2,0,2970017,11190,911412.9769,3.69368,3,,,,
13,ALB,Albania,0.2,0,2947314,11810,945875.5915,4.1251,3,,,,
14,ALB,Albania,0.2,0.1,2927519,12013,977368.362,4.35187,3,,,,
15,ALB,Albania,0.3,0.1,2913021,12013,1297729.053,3.39577,3,,,,
16,ALB,Albania,0.4,0.164,2905195,12010,1449073.506,5.44294,3,0.164,-86.65646538,test,86.82046538
17,ALB,Albania,0.564,0.115,2900401,12013,1718545.901,4.65865,3,,,,
18,ALB,Albania,0.679,0.079,2895092,11873,1871226.21,5.90741,3,,,,
19,ALB,Albania,0.758,0.116,2889104,11742.9,1900538.32,4.96176,3,,,,
20,ALB,Albania,0.874,0.176,2880703,11743,1786255.421,5.04005,3,,,,
21,ALB,Albania,1.05,-0.05,2876101,11817,1679121.006,5.67858,3,,,,
22,ALB,Albania,1,0,2873457,11691.81,1648653.408,6.11975,3,0,-78.13057564,test,78.13057564
23,ALB,Albania,1,0,2866376,11740.81,1575398.384,6.43948,3,0,-80.71827998,test,80.71827998
24,DZA,Algeria,0,0,31451513,401090,4923359.946,20.64764,37,,,,
25,DZA,Algeria,0,0,31855110,398550,5533602.289,21.62354,37,,,,
26,DZA,Algeria,0,0,32264159,399057,5994019.172,23.61164,37,0,-189.5332706,test,189.5332706
27,DZA,Algeria,0,0,32692153,411450,6260357.613,24.42506,37,0,-184.8293727,test,184.8293727
28,DZA,Algeria,0,0,33149720,412110,6919294.629,27.5164,37,,,,
29,DZA,Algeria,0,0,33641007,411810,7178263.955,26.91052,37,,,,
30,DZA,Algeria,0,0,34166976,412520,8063860.688,28.3348,37,,,,
31,DZA,Algeria,0,0,35333882,413800,10568145.02,28.315,37,,,,
32,DZA,Algeria,0,0,35977451,413740,10753454.71,33.8405,37,,,,
33,DZA,Algeria,0,0,36661438,413880,11443534.38,38.13478,37,,,,
34,DZA,Algeria,0,0,37383899,413981.9,12038187.62,42.8676,37,,,,
35,DZA,Algeria,0,0,38140135,414316.35,12926069.8,45.2015,37,,,,
36,DZA,Algeria,0,1.1,38923688,414310,13421595.7,49.20682,37,,,,
37,DZA,Algeria,1.1,48,39728020,414564,14612489.63,53.45544,37,,,,
38,DZA,Algeria,49.1,170,40551398,413602,17286594.23,55.82304,37,,,,
39,DZA,Algeria,219.1,180.9,41389174,413351.408,19720630,60.28346,37,,,,
40,DZA,Algeria,400,23,42228415,413588.47,21690907.98,62.11403,37,,,,
41,AGO,Angola,0.034,0.152,17519418,480715.12,124976.5224,1.45868,2,,,,
42,AGO,Angola,0.186,0.059,18121477,486265.73,477500.9171,1.64976,2,,,,
43,AGO,Angola,0.245,0.174,18758138,491816.34,370612.0275,1.59608,2,,,,
44,AGO,Angola,0.419,0.197,19433604,497366.95,473970.0588,2.06798,2,,,,
45,AGO,Angola,0.616,0.177,20149905,502917.56,479531.4909,2.85054,2,0.177,-369.8926685,test,370.0696685
46,AGO,Angola,7.098,0.62,24220660,530670.62,1484799.131,4.88636,2,0.62,-361.807762,test,362.427762
47,AGO,Angola,9.604,1.195,26015786,541771.86,2299361.089,7.05006,2,,,,
48,AGO,Angola,11.962,0.905,27884380,552873.1,2342550.017,8.23114,2,,,,
49,AGO,Angola,12.867,0.51,28842482,558423.8,2692809.064,9.036511,2,,,,
50,ATG,Antigua and Barbuda,0,0.1,86743,90,13057.40681,0.28644,6,,,,
51,ATG,Antigua and Barbuda,0.1,0,88030,90,14724.10082,0.296856,6,,,,
52,ATG,Antigua and Barbuda,0.1,0.2,89250,90,13440.35413,0.296205,6,,,,
53,ATG,Antigua and Barbuda,0.3,0,90407,90,22448.29254,0.288765,6,,,,
54,ARG,Argentina,0.025,0.001,37275644,1286060,21996935.63,75.3954,4,,,,
55,ARG,Argentina,0.026,0,37681743,1287100,23644815.07,72.47154,4,,,,
56,ARG,Argentina,0.026,0,38087866,1308835,24824247.3,79.1119,4,,,,
57,ARG,Argentina,0.026,0,38491970,1343450,25206607.75,83.65271,4,0,289.5788368,test,-289.5788368
58,ARG,Argentina,0.026,0,38892924,1377975,24878508.73,88.60102,4,,,,
59,ARG,Argentina,0.026,0,39289876,1411040,26310359.11,99.04709,4,,,,
60,ARG,Argentina,0.026,0,39684303,1440330,26354991.97,100.1531,4,,,,
61,ARG,Argentina,0.026,0,40080159,1442610,27277335.15,103.69982,4,,,,
62,ARG,Argentina,0.026,0,40482786,1437920,28421530.58,104.3041,4,,,,
63,ARG,Argentina,0.026,0,40788453,1474810,29869954.98,111.17157,4,,,,
64,ARG,Argentina,0.026,1.2,41261490,1482810,31481444.66,113.58529,4,,,,
65,ARG,Argentina,1.226,5,41733271,1492540,32320869.69,117.71058,4,5,525.1766566,test,-520.1766566
66,ARG,Argentina,6.226,2.031,42202935,1491990,33012781.6,117.67703,4,,,,
67,ARG,Argentina,8.257,-0.005,42669500,1487000,34560507.77,123.42653,4,,,,
68,ARG,Argentina,8.252,0.366,43131966,1487000,36231713.61,128.65242,4,,,,
69,ARG,Argentina,8.618,0.188,43590368,1487000,38016662.74,128.16484,4,,,,
70,ARG,Argentina,8.806,0,44044811,1487000,39622059.66,125.48834,4,,,,
71,ARG,Argentina,8.806,182.43,44494502,1487680,40757231.33,125.09309,4,,,,
72,ARM,Armenia,0,0,3050686,13280,1023361.756,3.6946,5,,,,
73,ARM,Armenia,0,0,3033976,13910,1096687.003,3.44126,5,0,-102.9716159,test,102.9716159
74,ARM,Armenia,0,0,3017938,14440,1123242.714,3.69574,5,,,,
75,ARM,Armenia,0,0,3000715,15050,1136765.081,4.19614,5,,,,
76,ARM,Armenia,0,0,2981262,16050,1178992.772,4.16382,5,,,,
77,ARM,Armenia,0,0,2958301,17564,1275481.795,4.43884,5,,,,
78,ARM,Armenia,0,0,2932615,17519,1346977.599,4.776465,5,,,,
79,ARM,Armenia,0,0,2907615,17488,1409883.041,4.55743,5,,,,
80,ARM,Armenia,0,0,2888094,17463,1482591.24,4.48976,5,0,-87.46522782,test,87.46522782
81,ARM,Armenia,0,0,2877314,17350,1524664.26,4.63072,5,,,,
82,ARM,Armenia,0,0,2876536,16981,1534280.443,4.9886,5,0,-84.93399304,test,84.93399304
83,ARM,Armenia,0,0,2884239,16830,1331307.945,5.04306,5,,,,
84,ARM,Armenia,0,0,2897593,16830,1325283.371,5.19162,5,,,,
85,ARM,Armenia,0,0,2912403,16807,1371223.157,5.29666,5,,,,
86,ARM,Armenia,0,0,2925559,16767,1361022.736,5.32994,5,,,,
87,ARM,Armenia,0,1,2936147,16768,1499789.43,5.29114,5,,,,
88,ARM,Armenia,1,1.4,2944789,16761,1538697.299,5.57268,5,,,,
89,ARM,Armenia,2.4,14.92,2951741,16773,1610779.242,5.35326,5,14.92,-81.80041579,test,96.72041579
90,ABW,Aruba,0,0,92892,20,26990.56995,0.7068,0,,,,
91,ABW,Aruba,0,0,94992,20,25352.43403,0.72075,0,,,,
92,ABW,Aruba,0,0,97016,20,25953.72111,0.73563,0,,,,
93,ABW,Aruba,0,0,98744,20,25974.02753,0.75609,0,,,,
94,ABW,Aruba,0,0,100028,20,31692.34114,0.79515,0,,,,
95,ABW,Aruba,0,0,100830,20,31159.68709,0.79422,0,,,,
96,ABW,Aruba,0,0,101226,20,34331.62905,0.8184,0,,,,
97,ABW,Aruba,0,0,101362,20,35720.46543,0.79887,0,,,,
98,ABW,Aruba,0,0,101452,20,35875.78084,0.83607,0,,,,
99,ABW,Aruba,0,0.1,101665,20,37967.53623,0.827793,0,0.1,-123.4992646,test,123.5992646
100,ABW,Aruba,0.1,0.2,102050,20,39519.51495,0.820725,0,,,,
101,ABW,Aruba,0.3,0.7,102565,20,38729.70431,0.80724,0,,,,
102,ABW,Aruba,1,0.6,103165,20,16708.42739,0.83235,0,,,,
103,ABW,Aruba,1.6,3.3,103776,20,17024.88897,0.831052371,0,3.3,-124.087066,test,127.387066
104,ABW,Aruba,4.9,1.2,104339,20,15934.4116,0.85719216,0,,,,
105,ABW,Aruba,6.1,0,104865,20,16358.11135,0.84584616,0,,,,
106,AUS,Australia,5284,659,23815995,3481190,28248357.13,225.12774,7,,,,
107,AUS,Australia,5943,743,24190907,3426020,29262703.26,226.5381,7,743,908.8197414,test,-165.8197414
108,AUS,Australia,6686,666,24601860,3718370,27835075.44,231.32216,7,,,,
109,AUS,Australia,7352,1271,24982688,3588950,26933349.3,234.25804,7,,,,
110,AUT,Austria,22.387,1.851,8295487,28301,5230079.812,63.31914,8,,,,
111,AUT,Austria,24.238,5.882,8321496,28094,5482775.903,63.38822,8,,,,
112,AUT,Austria,30.12,18.795,8343323,27950,5682858.227,60.781,8,,,,
113,AUT,Austria,48.915,39.898,8363404,27792,6324722.183,62.32826,8,,,,
114,AUT,Austria,88.813,85.257,8391643,27573,6587393.658,62.62372,8,,,,
115,AUT,Austria,174.07,163.413,8429991,27352,6654543.13,63.24212,8,,,,
116,AUT,Austria,337.483,288.491,8479823,27164,6754637.196,63.85828,8,288.491,166.7515553,test,121.7394447
117,AUT,Austria,625.974,159.272,8546356,27142,6765184.225,63.10738,8,,,,
118,AUT,Austria,785.246,151.852,8642699,27184.5,6976336.625,64.14582,8,,,,
119,AUT,Austria,937.098,158.918,8736668,26701.7,7291181.774,64.97962,8,,,,
120,AUT,Austria,1096.016,172.955,8797566,26546.2,7482957.725,66.016206,8,,,,
121,AUT,Austria,1268.971,186.161,8840521,26528.3,7663701.509,66.31786,8,,,,
122,AZE,Azerbaijan,0,0,8484550,47560,1679046.563,19.43242,9,,,,
123,AZE,Azerbaijan,0,0.1,8581300,47565,1661734.354,16.98402,9,,,,
124,AZE,Azerbaijan,0.1,0,8763400,47567,1669242.767,16.69734,9,,,,
125,AZE,Azerbaijan,0.1,0,8947243,47573,1705139.682,13.48152,9,,,,
126,AZE,Azerbaijan,0.1,0.2,9054332,47668,1743867.99,13.56822,9,,,,
127,AZE,Azerbaijan,0.3,0.7,9173082,47687,1802263.881,14.55992,9,,,,
128,AZE,Azerbaijan,1,0,9295784,47683,1899915.039,17.79298,9,,,,
129,AZE,Azerbaijan,1,0,9416801,47698,2019002.598,18.38626,9,,,,
130,AZE,Azerbaijan,1,1.4,9535079,47697,2208298.639,19.59206,9,1.4,-99.03734518,test,100.4373452
131,AZE,Azerbaijan,2.4,2.4,9649341,47698,2458960.873,20.27446,9,,,,
132,AZE,Azerbaijan,4.8,20.1,9757812,47730,2529851.342,20.23528,9,,,,
133,AZE,Azerbaijan,24.9,3.5,9854033,47775,2667231.466,19.53536,9,,,,
134,AZE,Azerbaijan,28.4,6.5,9939771,47795,2754161.439,20.28678,9,,,,
135,BHR,Bahrain,0,0,778708,89,217595.2292,14.452,16,,,,
136,BHR,Bahrain,0,0,889157,87,213026.3726,17.794,16,,,,
137,BHR,Bahrain,0,0,958423,85.5,218471.4633,19.346,16,0,-109.6553368,test,109.6553368
138,BHR,Bahrain,0.004,0.005,1278153,86,561961.568,21.43722,16,,,,
139,BHR,Bahrain,0.009,0.5,1299942,86,561541.283,21.7183,16,,,,
140,BHR,Bahrain,0.509,0,1315029,86,520000.4531,23.02884,16,,,,
141,BHR,Bahrain,0.509,4.5,1336073,86,552188.8019,24.55707,16,,,,
142,BHR,Bahrain,5.009,0,1371853,86,593679.6638,26.10221,16,,,,
143,BHR,Bahrain,5.009,1,1425793,86,663936.7534,26.10565,16,,,,
144,BHR,Bahrain,6.009,0,1494077,86,704395.7742,26.10375,16,,,,
145,BHR,Bahrain,6.009,0.34,1569440,86,792283.1198,27.44749,16,0.34,-85.07750692,test,85.41750692
146,BGD,Bangladesh,0.007,0.003,130088709,94030,8652902.258,13.98606,14,,,,
147,BGD,Bangladesh,0.01,0.038,132478077,93530,8404965.555,15.22806,14,,,,
148,BGD,Bangladesh,0.048,0.573,134791598,93280,8614477.404,16.31784,14,0.573,-644.0962347,test,644.6692347
149,BGD,Bangladesh,0.621,0.776,136986429,93230,8067336.479,21.23052,14,,,,
150,BGD,Bangladesh,1.397,1.086,139035505,93110,8963202.034,23.4765,14,1.086,-652.0072467,test,653.0932467
151,BGD,Bangladesh,2.483,1.475,140921154,92800,10373487.79,27.469,14,,,,
152,BGD,Bangladesh,3.958,2.638,142660381,92660,11317205.29,27.608,14,2.638,-580.3835537,test,583.0215537
153,BGD,Bangladesh,6.596,4.501,144304164,92530,12820112.42,28.037,14,,,,
154,BGD,Bangladesh,11.097,7.207,145924795,92460,15844646.16,30.857,14,,,,
155,BGD,Bangladesh,32.286,10.338,149273134,91280,20437820.39,37.135816,14,,,,
156,BGD,Bangladesh,42.624,23.452,151005733,91200,20840300.67,39.945069,14,23.452,-250.2958124,test,273.7478124
157,BGD,Bangladesh,66.076,27.888,152761413,91080,20669261.24,43.010294,14,27.888,-262.344292,test,290.232292
158,BGD,Bangladesh,93.964,25.522,154517385,90990,21423958.86,48.043271,14,,,,
159,BGD,Bangladesh,119.486,25.265,156256287,91622.4,21543694.6,51.862462,14,25.265,-236.8439701,test,262.1089701
160,BGD,Bangladesh,144.751,15.832,157977151,91942.1,28237403.31,61.477877,14,,,,
161,BGD,Bangladesh,160.583,24.353,159685421,91873.3,28985236.36,65.864837,14,,,,
162,BGD,Bangladesh,184.936,15.843,161376713,92023,33187232.7,70.307217,14,15.843,202.529956,test,-186.686956
163,BRB,Barbados,0,0.1,272494,180,108510.7378,0.735,20,,,,
164,BRB,Barbados,0.2,0.4,278701,160,166479.0566,0.9379,20,,,,
165,BRB,Barbados,0.6,0.2,281107,160,212787.4386,0.978,20,,,,
166,BRB,Barbados,0.8,0.2,282131,150,196948.4334,0.917,20,,,,
167,BRB,Barbados,1,0.25,282987,140,185145.2034,0.921,20,,,,
168,BLR,Belarus,0,0,9928549,91280,5710253.021,24.70802,17,,,,
169,BLR,Belarus,0,0,9865548,90250,5928540.117,26.35038,17,,,,
170,BLR,Belarus,0,0,9796749,89860,6158944.674,26.59406,17,,,,
171,BLR,Belarus,0,0,9730146,89570,6325768.557,29.01344,17,,,,
172,BLR,Belarus,0,0,9663915,89490,6530314.325,29.5093,17,,,,
173,BLR,Belarus,0,0,9604924,89580,6695922.191,30.42908,17,0,69.12481329,test,-69.12481329
174,BLR,Belarus,0,0,9560953,89160,6852024.098,30.5467,17,,,,
175,BLR,Belarus,0,0,9527985,89170,6786281.729,31.03038,17,,,,
176,BLR,Belarus,0,0,9504583,89270,7077038.451,29.46572,17,,,,
177,BLR,Belarus,0,0,9483836,88980,7547060.314,31.73564,17,0,103.772422,test,-103.772422
178,BLR,Belarus,0,0,9461643,88750,8150034,32.44988,17,0,127.7294008,test,-127.7294008
179,BLR,Belarus,0,0,9446836,87960,8697836.654,33.15724,17,,,,
180,BLR,Belarus,0,0,9443211,87112,8833489.454,32.66146,17,,,,
181,BLR,Belarus,0,4,9448515,86239,8645406.363,32.79818,17,4,147.8707554,test,-143.8707554
182,BLR,Belarus,4,2,9461076,85742,8474017.226,31.7617,17,,,,
183,BLR,Belarus,6,41,9469379,85327,8350531.905,31.7213,17,41,136.7687043,test,-95.76870428
184,BLR,Belarus,47,33,9458989,84940,8366611.154,32.20026,17,,,,
185,BLR,Belarus,80,74,9438785,84530,8252244.06,32.86596,17,,,,
186,BEL,Belgium,0,0,10286570,13868,6054298.459,79.28752,11,,,,
187,BEL,Belgium,0,1,10332785,13891,6135894.795,80.098,11,,,,
188,BEL,Belgium,1,0,10376133,13922,6208503.275,81.41356,11,,,,
189,BEL,Belgium,1,0,10421137,13913,6359276.791,83.23096,11,0,107.1481404,test,-107.1481404
190,BEL,Belgium,1,1,10478617,13830,6400913.465,82.76408,11,1,108.1145599,test,-107.1145599
191,BEL,Belgium,2,0,10547958,13800,6503194.901,85.2971,11,,,,
192,BEL,Belgium,2,18,10625700,13669,6502942.262,85.12744,11,,,,
193,BEL,Belgium,20,42,10709973,13653,6649419.419,85.09678,11,,,,
194,BEL,Belgium,62,324,10796493,13636,7046621.86,78.94878,11,,,,
195,BEL,Belgium,386,620.6,10895586,13557,7390368.119,84.91914,11,,,,
196,BEL,Belgium,1006.6,972,11038264,13357,7709402.768,82.6955,11,,,,
197,BEL,Belgium,1978.6,668,11106932,13320,7907248.873,83.18436,11,,,,
198,BEL,Belgium,2646.6,255,11159407,13365,8047661.46,83.36655,11,,,,
199,BEL,Belgium,2901.6,113.4,11209057,13313,8182319.993,81.58778,11,,,,
200,BEL,Belgium,3015,116.6,11274196,13280,8406013.598,82.22624,11,,,,
201,BEL,Belgium,3131.6,197.2,11331422,13508,8599488.706,82.53339,11,,,,
202,BEL,Belgium,3328.8,291.8,11375158,13270,9061647.415,83.34236,11,,,,
203,BEL,Belgium,3620.6,379.4,11427054,13540,9016079.168,83.62556,11,,,,
204,BLZ,Belize,0.01,0.04,255068,1490,37407.58542,0.271971,18,,,,
205,BLZ,Belize,0.05,0.035,262387,1520,43312.24704,0.296964,18,,,,
206,BLZ,Belize,0.085,0.055,269428,1520,42673.19196,0.324273,18,0.055,-125.0973313,test,125.1523313
207,BLZ,Belize,0.14,0.035,276516,1520,42590.23756,0.353814,18,,,,
208,BLZ,Belize,0.175,0.115,283798,1520,45467.75907,0.370065,18,,,,
209,BLZ,Belize,0.29,0.005,291338,1520,49585.37884,0.380208,18,0.005,-124.8998131,test,124.9048131
210,BLZ,Belize,0.295,0.07,299031,1520,54369.27793,0.402233,18,,,,
211,BLZ,Belize,0.365,0.135,306822,1520,58600.29948,0.422129,18,,,,
212,BLZ,Belize,0.5,0.085,314655,1550,70514.4371,0.41322333,18,,,,
213,BLZ,Belize,0.585,0.08,322465,1570,70516.25882,0.5968744,18,,,,
214,BLZ,Belize,0.665,0.145,330236,1570,72338.65787,0.54184408,18,,,,
215,BLZ,Belize,0.81,1.065,338001,1600,82204.37577,0.6471872,18,,,,
216,BLZ,Belize,1.875,0.035,345707,1600,83551.29604,0.616269,18,0.035,-123.5626605,test,123.5976605
217,BLZ,Belize,1.91,0.66,353366,1600,84822.36454,0.6694202,18,,,,
218,BLZ,Belize,2.57,1.3,360926,1700,83928.54005,0.7246443,18,,,,
219,BLZ,Belize,3.87,0,368399,1700,89204.53696,0.7048301,18,0,-123.1656304,test,123.1656304
220,BLZ,Belize,3.87,0,375775,1720,92653.48558,0.9055552,18,0,-122.9514695,test,122.9514695
221,BLZ,Belize,3.87,0.283,383071,1720,94008.84177,0.9417249,18,,,,
222,BEN,Benin,0,0,7076728,32650,318229.8441,0.39516,12,,,,
223,BEN,Benin,0,0,7295400,33650,388248.7709,0.39834,12,,,,
224,BEN,Benin,0,0,7520556,34670,444205.3952,0.48832,12,,,,
225,BEN,Benin,0,0,7750003,34670,463671.0603,0.5402,12,,,,
226,BEN,Benin,0,0,7982223,34840,472082.2211,0.58264,12,,,,
227,BEN,Benin,0,0,8216893,33400,559641.0915,0.61,12,,,,
228,BEN,Benin,0,0,8454790,33500,687982.315,0.66198,12,,,,
229,BEN,Benin,0,0,8696915,35500,699863.3867,0.73844,12,0,-161.2535909,test,161.2535909
230,BEN,Benin,0,0,8944713,36500,915222.1272,0.77938,12,,,,
231,BEN,Benin,0,0,9199254,36500,1267208.257,0.90816,12,,,,
232,BEN,Benin,0,0,9460829,36500,1216273.795,0.90494,12,0,-146.2229222,test,146.2229222
233,BEN,Benin,0,0,9729254,37500,1357736.874,0.93412,12,,,,
234,BEN,Benin,0,0,10004594,39500,1597217.419,0.93748,12,,,,
235,BEN,Benin,0,0.2,10286839,39500,1641112.899,0.93466,12,,,,
236,BEN,Benin,0.2,1,10575962,39500,1433405.564,1.08256,12,,,,
237,BEN,Benin,1.2,1.7,10872072,39500,1407868.086,1.06114,12,,,,
238,BEN,Benin,2.9,0,11175192,39500,1371658.752,1.125921,12,,,,
239,BEN,Benin,2.9,0,11485035,39500,1437580.649,1.188064,12,0,-150.4712365,test,150.4712365
240,BTN,Bhutan,0,0.131,648744,5930,32690.21038,0.808,21,0.131,-128.7619747,test,128.8929747
241,BTN,Bhutan,0.131,0.144,657404,5770,34864.43485,1.863,21,,,,
242,BTN,Bhutan,0.275,0,664873,5630,37929.14314,0.995,21,,,,
243,BTN,Bhutan,0.275,0,671611,5213,45392.3737,0.814,21,,,,
244,BTN,Bhutan,0.275,0,678329,5200,44034.81316,1.421,21,,,,
245,BTN,Bhutan,0.275,0,685502,5200,49676.82128,1.7895,21,0,-127.4433354,test,127.4433354
246,BTN,Bhutan,0.275,0,693297,5196,61838.41677,1.7207,21,,,,
247,BTN,Bhutan,0.275,0,701582,5196,66717.71327,1.825662,21,,,,
248,BTN,Bhutan,0.275,0,710235,5196,77420.72614,2.005662,21,,,,
249,BTN,Bhutan,0.275,0,727885,5256,102807.4949,2.070682,21,,,,
250,BTN,Bhutan,0.275,0,745563,5130,110206.2115,1.977932,21,0,-125.3349522,test,125.3349522
251,BTN,Bhutan,0.275,0,754396,5130,117342.6022,2.385702,21,,,,
252,BWA,Botswana,0,0,1674674,258010,132913.6815,2.0224,22,,,,
253,BWA,Botswana,0,0,1704637,258460,141040.1239,2.19824,22,0,-200.7353599,test,200.7353599
254,BWA,Botswana,0,0,1734387,257960,167142.182,2.36456,22,,,,
255,BWA,Botswana,0,0,1765533,258270,180346.5552,2.47878,22,,,,
256,BWA,Botswana,0,0,1799077,258415,178630.7139,2.57598,22,,,,
257,BWA,Botswana,0,0,1835911,258030,200060.3304,2.663,22,,,,
258,BWA,Botswana,0,0,1875458,257840,208460.1573,2.754,22,,,,
259,BWA,Botswana,0,0,1915636,258810,296512.1089,2.953,22,0,-195.6414245,test,195.6414245
260,BWA,Botswana,0,0.02,1953495,259180,462656.1804,2.829,22,,,,
261,BWA,Botswana,0.02,0.119,1987106,258610,414279.3928,3.15208,22,,,,
262,BWA,Botswana,0.139,0.03,2015406,259260,373710.6845,3.15432,22,0.03,-193.252382,test,193.282382
263,BWA,Botswana,0.169,1.446,2039551,258870,465639.295,3.209,22,1.446,-189.7030665,test,191.1490665
264,BWA,Botswana,1.615,0.1,2062551,258820,582611.0574,3.34768,22,,,,
265,BWA,Botswana,1.715,0.145,2088619,260040,570345.6671,3.60528,22,,,,
266,BWA,Botswana,1.86,0.293,2120716,258616,641290.5181,3.73004,22,,,,
267,BWA,Botswana,2.153,1.126,2159925,258616,559655.3502,3.63884,22,,,,
268,BWA,Botswana,3.279,0.122,2205076,258616,548181.2341,3.5538,22,,,,
269,BWA,Botswana,3.401,0.511,2254067,258616,602221.7677,3.30076,22,,,,
270,BRA,Brazil,0,0.036,177196051,2284272,32168666.73,304.48298,19,,,,
271,BRA,Brazil,0.036,0,179537523,2285309,37156491.8,318.97716,19,,,,
272,BRA,Brazil,0.036,0.68,181809244,2286346,42210633.13,336.86862,19,,,,
273,BRA,Brazil,0.716,0.002,184006479,2287383,45065467.56,353.29366,19,0.002,67.57661622,test,-67.57461622
274,BRA,Brazil,0.718,0,186127108,2288420,48373746.23,367.88328,19,,,,
275,BRA,Brazil,0.718,0,190130445,2296718,58534870.24,404.16758,19,,,,
276,BRA,Brazil,0.718,0.046,192030362,2303926,68290028.33,419.80854,19,0.046,953.8379842,test,-953.7919842
277,BRA,Brazil,0.764,0.05,193886505,2311134,71812456.83,418.53774,19,,,,
278,BRA,Brazil,0.854,5.243,197514541,2325550,85839486.19,471.4818,19,,,,
279,BRA,Brazil,6.097,0.511,199287292,2332758,90033095.72,488.78256,19,0.511,1786.619754,test,-1786.108754
280,BRA,Brazil,6.608,5.92,201035904,2339966,94602207.63,504.70972,19,,,,
281,BRA,Brazil,12.528,8.169,202763744,2347174,101739646.2,518.34088,19,,,,
282,BRA,Brazil,20.697,24.87,204471759,2354382,104934991.9,510.03076,19,,,,
283,BRA,Brazil,45.567,82.222,206163056,2361590,104595773.9,510.44062,19,,,,
284,BRA,Brazil,127.789,1078.998,207833825,2368786,107181377.6,516.21791,19,1078.998,2421.426235,test,-1342.428235
285,BRA,Brazil,1206.787,1228.235,209469320,2368788.01,111557810.8,528.09132,19,,,,
286,BGR,Bulgaria,0,0,8009142,54980,3426397.313,27.33136,15,,,,
287,BGR,Bulgaria,0,0,7837161,53250,3204007.889,28.27948,15,,,,
288,BGR,Bulgaria,0,0,7775327,53260,3236252.071,28.01322,15,,,,
289,BGR,Bulgaria,0,0,7716860,53300,3283928.342,27.82862,15,,,,
290,BGR,Bulgaria,0,0,7658972,52650,3474723.88,28.7814,15,0,-33.95895857,test,33.95895857
291,BGR,Bulgaria,0,0,7601022,51900,3583948.099,30.03836,15,0,-28.343363,test,28.343363
292,BGR,Bulgaria,0,0.03,7545338,51160,3817060.436,31.084732,15,,,,
293,BGR,Bulgaria,0.03,0.07,7492561,51010,3889636.494,31.71058,15,,,,
294,BGR,Bulgaria,0.1,1.9,7444443,50300,4037527.216,30.04748,15,,,,
295,BGR,Bulgaria,2,23,7395599,50520,4274299.848,30.18372,15,,,,
296,BGR,Bulgaria,25,129,7348328,50880,4337621.78,31.67922,15,,,,
297,BGR,Bulgaria,154,859,7305888,51230,4482891.528,31.1431,15,,,,
298,BGR,Bulgaria,1013,7,7265115,49950,4663621.055,30.38922,15,,,,
299,BGR,Bulgaria,1020,6,7223938,49770,4880749.72,30.8595,15,,,,
300,BGR,Bulgaria,1026,3,7177991,50119,5046237.967,31.90337,15,,,,
301,BGR,Bulgaria,1029,-1,7127822,50210,5078269.729,32.24355,15,,,,
302,BGR,Bulgaria,1028,7.57,7075947,50295.2,5026092.035,33.5777,15,,,,
303,BGR,Bulgaria,1035.57,-2.891,7025037,50300,5024413.42,33.273746,15,,,,
304,BFA,Burkina Faso,0.5,0,11944589,105700,138158.2785,0.37011,13,,,,
305,BFA,Burkina Faso,0.5,0,12293097,107700,173551.4848,0.4493756,13,0,-224.1776395,test,224.1776395
306,BFA,Burkina Faso,0.5,0.2,12654624,111700,202620.7838,0.48253566,13,,,,
307,BFA,Burkina Faso,1.1,0.1,13421935,109700,309689.6626,0.58020524,13,,,,
308,BFA,Burkina Faso,1.2,0,13829173,107700,337565.9564,0.62215825,13,,,,
309,BFA,Burkina Faso,1.2,0.4,14252029,109700,372290.0775,0.6648136,13,,,,
310,BFA,Burkina Faso,1.6,0.7,14689725,120700,467287.5062,0.68351669,13,,,,
311,BFA,Burkina Faso,2.3,0.7,15141098,117700,535047.0431,0.76250688,13,,,,
312,BFA,Burkina Faso,3,0.6,15605211,120800,558576.0576,0.98129,13,,,,
313,BFA,Burkina Faso,3.6,2.2,16081915,117900,666839.8441,1.15082,13,,,,
314,BFA,Burkina Faso,5.8,0,16571252,121000,755461.8094,1.34113,13,,,,
